Date,Close,High,Low,Open,Volume
2016-09-30,5.455942153930664,5.676094231379536,5.446370562608726,5.628235361929129,8336900
2016-10-03,5.408082485198975,5.522944302608511,5.331507940259285,5.44636975766882,5139500
2016-10-04,4.929492473602295,5.23579073728776,4.862489500210892,5.226219144757796,12660800
2016-10-05,4.958207130432129,5.073069422363576,4.805058016417348,5.073069422363576,8001400
2016-10-06,4.948636531829834,5.034783153956377,4.718912358299203,4.785915337333232,10325700
2016-10-07,5.01563835144043,5.178359523129672,4.919920149393931,5.063497680673874,9991700
2016-10-10,5.04435396194458,5.197503082841144,5.034782370098736,5.092213290434948,6335100
2016-10-11,4.900775909423828,5.044353423138501,4.88163227135656,4.919919547491095,6262700
2016-10-12,5.01563835144043,5.073069729088719,4.881632868575331,4.919920149393931,6766200
2016-10-13,5.034782886505127,5.1592163317862525,4.939064219706743,5.015638788009106,5378400
2016-10-14,5.01563835144043,5.1017849614924735,4.919920149393931,4.95820743021253,6594200
2016-10-17,5.360223770141602,5.388939455938475,5.034781917492304,5.034781917492304,7925000
2016-10-18,5.676095008850098,5.723954341276288,5.4367992595599866,5.513374282725975,8629300
2016-10-19,5.800529479980469,5.9249633914219775,5.704811262110256,5.781385836406426,9648000
2016-10-20,5.714383125305176,5.838817042617772,5.628236953367637,5.810101804112088,6810700
2016-10-21,5.656950950622559,5.752669608426839,5.618663670069001,5.656950950622559,5138800
2016-10-24,5.522944927215576,5.790956321235028,5.388939458416021,5.72395335862508,7864900
2016-10-25,5.714383125305176,5.838817042617772,5.580377613964181,5.685667886799492,8323500
2016-10-26,5.570803642272949,5.733524322669162,5.475085004319506,5.704809096419362,5919000
2016-10-27,5.513372898101807,5.65694994648171,5.398510620409456,5.570803808737829,6728200
2016-10-28,5.5612311363220215,5.676092944669473,5.455940917126731,5.4846565974237205,6280100
2016-10-31,5.733525276184082,5.743097324139424,5.503801602300282,5.551660929236258,6398700
2016-11-01,5.982393264770508,6.125970794409077,5.905818704008707,5.944105984389608,9367100
2016-11-02,5.877102851867676,6.2025451824639255,5.790956701619541,6.11639857579542,12427300
2016-11-03,6.020680904388428,6.049396594597679,5.781385159519506,5.810100849728758,7677700
2016-11-04,6.183403015136719,6.202546659352416,5.982394522661648,5.982394522661648,13831600
2016-11-07,6.336549758911133,6.384409079458501,5.934532926858228,5.991964294083192,22244000
2016-11-08,6.863002777099609,7.035295567702193,6.288693018670536,6.317408255560736,32567800
2016-11-09,6.930004119873047,7.31287737905518,6.843857967461845,7.121440977674305,22050300
2016-11-10,6.068540573120117,6.776855798206845,6.020681238918933,6.776855798206845,16319000
2016-11-11,5.7718119621276855,6.269546954795822,5.676093325659736,6.15468468231834,11730100
2016-11-14,5.69523811340332,5.857959280601194,5.408083515189758,5.637807193760608,13032500
2016-11-15,6.039823055267334,6.0685387383903855,5.618662593457814,5.618662593457814,9934800
2016-11-16,5.857959747314453,6.0398245688827,5.618664001527878,6.02068092747659,9653500
2016-11-17,5.736337184906006,6.004480035770471,5.621419015954468,5.879985124417533,9365000
2016-11-18,5.688455104827881,5.803373279072266,5.573536930583495,5.66930207578715,13993000
2016-11-21,5.879984855651856,5.985326734031178,5.755490406633592,5.765066691953062,12311000
2016-11-22,5.994903087615967,6.033209139700579,5.73633655107859,5.9757496049295,14772500
2016-11-23,5.659726619720459,5.774645276736584,5.554385164368488,5.774645276736584,18207400
2016-11-25,5.774643421173096,5.860831815434893,5.6214187466019885,5.68845457026711,9026200
2016-11-28,5.8991379737854,5.937444028941602,5.717183983471345,5.918291001363501,16663900
2016-11-29,5.97575044631958,6.042786275228427,5.659725243802863,5.7459141014507775,15333300
2016-11-30,5.822526454925537,5.937444632067536,5.640572446128584,5.899138573020203,17597500
2016-12-01,5.774643421173096,5.918290897157487,5.602265719361124,5.755490393932231,14333300
2016-12-02,6.090669631958008,6.128975692936514,5.774644400563195,5.812950461541702,14714800
2016-12-05,6.224742412567139,6.339660624435265,5.927870136918955,5.994905988830886,15282900
2016-12-06,6.004480838775635,6.37796516613791,5.937445002933474,6.224740920377853,16522400
2016-12-07,6.128974914550781,6.339658223175584,6.0619390880298765,6.272622853298888,12227600
2016-12-08,6.052361488342285,6.157702891462726,5.96617265247637,6.138549867564091,11593200
2016-12-09,5.726762294769287,6.042787564723948,5.630997130638227,5.985328466245312,21216900
2016-12-12,5.793797969818115,5.947022227980476,5.755491905277525,5.803374257631108,11187700
2016-12-13,5.870408535003662,5.918290874601237,5.707607575754697,5.784219684426166,14658900
2016-12-14,5.630994319915772,6.014055241878685,5.611841296649831,5.9470194321258445,14413400
2016-12-15,5.190474510192871,5.429887537735759,5.085132650213649,5.382004749569537,22419800
2016-12-16,5.161746978759766,5.324547980974141,5.075558562080156,5.2287828198610695,25302200
2016-12-19,5.238358020782471,5.286240819726316,5.0947105372393615,5.142592879538993,17313900
2016-12-20,5.104287147521973,5.152169949509736,4.922333139270412,5.094710861110966,19898500
2016-12-21,5.0564045906066895,5.152169733930936,4.998945047967919,5.123439962611551,10998500
2016-12-22,4.912755966186523,5.1425922782998725,4.903179224859721,5.018097380916395,11480100
2016-12-23,5.037252426147461,5.075558490049059,4.884027713896767,4.893604458194318,9874500
2016-12-27,5.113864898681641,5.161747253464287,4.998946242585758,5.161747253464287,12318200
2016-12-28,5.037252426147461,5.123440841603906,5.01809893755236,5.123440841603906,10102300
2016-12-29,5.257510185241699,5.257510185241699,5.065979934222455,5.094709700197411,11925400
2016-12-30,5.018097877502441,5.3820058643380495,4.998944849597631,5.276664439183693,14393200
2017-01-03,5.267087936401367,5.276664679111326,5.0372515910930815,5.075557648644463,9972100
2017-01-04,5.3341240882873535,5.372430148157217,5.209629165388171,5.3341240882873535,9588000
2017-01-05,5.583112239837647,5.726760160829445,5.382005241777958,5.410735008633979,9734700
2017-01-06,5.42988920211792,5.602266470394397,5.343700339657556,5.506501321351911,8099400
2017-01-09,5.420310974121094,5.583111911219847,5.382004924997166,5.525652837533956,6586400
2017-01-10,5.5735368728637695,5.669302017075677,5.477771272007634,5.477771272007634,7947300
2017-01-11,5.544808387756348,5.650150299152455,5.401160409787898,5.5543851327216,7344000
2017-01-12,5.563959121704102,5.765066116422431,5.516076786598494,5.698030299301606,7486400
2017-01-13,5.717185020446777,5.745914795346995,5.458618872921933,5.525654709926256,4796000
2017-01-17,5.8321027755737305,5.927867916255522,5.803373005047088,5.908714888119164,6670300
2017-01-18,5.80337381362915,5.937445029263754,5.7267616904093765,5.832103588158703,6290500
2017-01-19,5.784219264984131,5.860831368100081,5.678877394877621,5.6884541360891925,5168300
2017-01-20,5.879984855651856,5.908714624898649,5.7459136646699305,5.765066691953062,6119300
2017-01-23,6.176856994628906,6.196010021874105,5.889561585950928,5.947020667686524,8596500
2017-01-24,6.061938285827637,6.34923412530476,6.004479209261042,6.148127128999604,10984800
2017-01-25,6.033209323883057,6.07151537713708,5.851255342604355,5.88956139585838,7116300
2017-01-26,5.870408535003662,5.975749956104838,5.841678765929768,5.899137847433369,6268700
