Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
XP,"XP Inc Cl A",20.19,0.43,+2.18%,16.02%,71%,147944,1.5%,98.5%,0.01483732447987
BE,"Bloom Energy Corp Cl A",280.76,10.74,+3.98%,0.06%,1%,145089,50.7%,49.3%,1.0274587071351
SNAP,"Snap Inc",5.65,-0.07,-1.22%,24.06%,27%,141141,19.6%,80.4%,0.24451988360815
SBSW,"Sibanye Gold Ltd ADR",12.05,0.45,+3.88%,21.42%,4%,136522,0.2%,99.8%,0.0021140097185725
WMT,"Walmart Inc",106.79,-0.71,-0.66%,21.19%,25%,129612,46.4%,53.6%,0.86465256797583
TSM,"Taiwan Semiconductor ADR",430.26,12.54,+3.00%,0.00%,0%,128612,39.8%,60.2%,0.66246994648535
UBER,"UBER Technologies",70.87,-0.1,-0.14%,26.56%,17%,127939,50.6%,49.4%,1.025954077593
BMNR,"Bitmine Immersion Technologies",23.89,1.08,+4.73%,6.45%,4%,126236,23.0%,77.0%,0.29949970146795
TEM,"Tempus AI Cl A",80.36,10.39,+14.85%,62.61%,88%,121998,25.8%,74.2%,0.34844649785019
CCL,"Carnival Corporation Ltd",22.17,-0.18,-0.81%,39.33%,55%,120147,67.2%,32.8%,2.0531357999593
SKHY,"SK hynix Inc",182.99,8.12,+4.64%,1.22%,2%,117758,34.5%,65.5%,0.52611389025686
AAL,"American Airlines Gp",12.94,0.24,+1.89%,29.32%,27%,117680,30.9%,69.1%,0.44698012984458
ASTS,"Ast Spacemobile Inc",62.71,3.44,+5.80%,1.05%,1%,116138,35.7%,64.3%,0.55412222831832
CIFR,"Cipher Digital Inc",16.94,0.22,+1.32%,7.50%,6%,115218,32.7%,67.3%,0.48676060699907
OKLO,"Oklo Inc",39.65,4.03,+11.31%,4.61%,4%,113762,39.0%,61.0%,0.64028548770817
CRCL,"Circle Internet Group Cl A",85.09,4.64,+5.77%,16.12%,8%,111478,39.9%,60.1%,0.66392525038435
ARM,"Arm Holdings Plc ADR",264.9,20.92,+8.57%,36.04%,56%,108321,21.6%,78.4%,0.27553519700431
RIVN,"Rivian Automotive Cl A",15.4,0.17,+1.12%,13.59%,9%,107620,27.6%,72.4%,0.38158570401561
RIG,"Transocean Inc",5.66,0.12,+2.17%,9.59%,25%,106102,57.5%,42.5%,1.3532725619358
APLD,"Applied Digital Corp",26.38,1.99,+8.16%,15.02%,10%,103187,31.7%,68.3%,0.46468417317246
ONDS,"Ondas Inc",7.39,0.19,+2.64%,2.09%,2%,102172,21.1%,78.9%,0.26767413583464
AS,"Amer Sports Inc",26.27,-0.86,-3.17%,18.34%,12%,94775,64.6%,35.4%,1.8240464839094
IONQ,"Ionq Inc",40.34,3.5,+9.50%,1.92%,2%,90548,42.7%,57.3%,0.74385640551575
ONON,"On Holding Ag Cl A",27.33,0.18,+0.66%,28.09%,41%,89129,73.1%,26.9%,2.7112341772152
HPE,"Hewlett Packard Enterprise",61.04,4.36,+7.69%,33.77%,69%,88916,30.9%,69.1%,0.44632952160971
ASST,"Strive Inc",28.28,0.87,+3.17%,0.00%,2%,88888,8.8%,91.2%,0.096813997680215
LULU,"Lululemon Athletica",99.39,3.41,+3.55%,14.20%,13%,86805,54.5%,45.5%,1.1980401093892
MCD,"McDonald's Corp",248.48,-0.08,-0.03%,47.55%,57%,82838,73.9%,26.1%,2.8276499399316
T,"AT&T Inc",25.39,-0.47,-1.82%,33.36%,41%,82360,47.8%,52.2%,0.91566068894936
QUBT,"Quantum Computing Inc",8.44,0.44,+5.50%,10.47%,3%,81780,34.0%,66.0%,0.51407994371725
CRM,"Salesforce Inc",242.85,-7.69,-3.07%,39.07%,26%,78927,50.2%,49.8%,1.0076565003943
QCOM,"Qualcomm Inc",188.71,3.87,+2.09%,33.00%,69%,78079,31.4%,68.6%,0.45680647809538
SIRI,"Siriusxm Holdings Inc",27.74,-0.82,-2.87%,5.26%,2%,76659,2.4%,97.6%,0.024784439542811
SMR,"Nuscale Power Corp",9.04,0.74,+8.92%,3.73%,4%,76308,24.3%,75.7%,0.32148794679967
NVO,"Novo Nordisk A/S ADR",43.19,1.48,+3.55%,16.64%,15%,75269,38.6%,61.4%,0.62810668166382
WBD,"Discovery Inc Series A",28.24,0.17,+0.61%,20.09%,44%,75016,63.3%,36.7%,1.7260702085907
PFE,"Pfizer Inc",27.64,0.18,+0.66%,18.58%,12%,74704,20.6%,79.4%,0.25895716067276
BSX,"Boston Scientific Corp",43.55,-0.36,-0.82%,51.41%,67%,74474,42.9%,57.1%,0.75212327961416
NOW,"Servicenow Inc",138.47,-1.35,-0.97%,46.39%,46%,73786,43.7%,56.3%,0.77647766943542
F,"Ford Motor Company",13.61,0.26,+1.95%,40.40%,43%,72192,38.3%,61.7%,0.61999865359154
AMC,"AMC Entertainment Holdings",2.71,0.05,+1.88%,22.92%,19%,71634,10.7%,89.3%,0.11971864009379
JBLU,"Jetblue Airways Corp",4.45,0.15,+3.49%,29.38%,30%,70892,17.5%,82.5%,0.21195336273806
FSLR,"First Solar Inc",201.16,10.09,+5.28%,14.89%,17%,67762,28.2%,71.8%,0.39316186599231
CLF,"Cleveland-Cliffs Inc",12.76,0.61,+5.02%,28.34%,24%,66757,52.9%,47.1%,1.1218295086136
CMG,"Chipotle Mexican Grill",33.51,-0.17,-0.50%,30.89%,40%,66686,66.1%,33.9%,1.9508385326784
C,"Citigroup Inc",132.7,-0.25,-0.19%,27.87%,42%,66238,43.7%,56.3%,0.77724711564261
AMAT,"Applied Materials",417.4,2.02,+0.49%,22.58%,29%,65550,62.8%,37.2%,1.6915496427692
MIR,"Mirion Technologies Inc",16.24,0.4,+2.53%,28.89%,23%,63602,0.2%,99.8%,0.0020007877116975
AMGN,"Amgen Inc",379.78,3.43,+0.91%,26.20%,25%,62023,93.7%,6.3%,14.923748395379
LRCX,"Lam Research Corp",269.31,0.08,+0.03%,20.80%,26%,60626,37.6%,62.4%,0.60356547729256
EIX,"Edison International",55.5,0.69,+1.26%,52.82%,91%,59515,84.2%,15.8%,5.3401512730372
QBTS,"D-Wave Quantum Inc",17.69,1.42,+8.73%,1.88%,2%,59068,37.9%,62.1%,0.6099648395977
VZ,"Verizon Communications",48.33,-1.43,-2.87%,50.34%,58%,58408,38.4%,61.6%,0.62411367238551
SHOP,"Shopify Inc",128.6,-1.36,-1.05%,16.81%,20%,57849,71.6%,28.4%,2.518795620438
XOM,"Exxonmobil Holdings Corp",163.27,-0.05,-0.03%,59.21%,55%,57301,33.9%,66.1%,0.51301753274187
RGTI,"Rigetti Computing Inc",15.99,1.2,+8.11%,1.10%,1%,56592,30.5%,69.5%,0.43901136623694
GRAB,"Grab Holdings Ltd Cl A",2.81,-0.06,-2.09%,67.62%,78%,56480,18.7%,81.3%,0.23020626865021
RDDT,"Reddit Cl A",152.83,-4.77,-3.03%,3.06%,3%,56391,53.0%,47.0%,1.1274003093522
HIMS,"Hims & Hers Health Inc",27.89,-0.11,-0.39%,11.45%,12%,55770,36.3%,63.7%,0.57098591549296
RIOT,"Riot Platforms Inc",21.88,1.53,+7.52%,18.90%,10%,54629,47.2%,52.8%,0.89499791869016
DKNG,"Draftkings Inc",22.47,-1.86,-7.64%,38.61%,42%,54529,40.2%,59.8%,0.67159191931578
LCID,"Lucid Group Inc",4.28,0.24,+5.94%,21.91%,60%,53276,16.4%,83.6%,0.1961383026493
PTON,"Peloton Interactive Inc",4.9,0.06,+1.24%,13.15%,9%,53205,5.8%,94.2%,0.061552274541101
APP,"Applovin Corp Cl A",321.6,-4.96,-1.52%,7.71%,4%,53172,49.7%,50.3%,0.98736684731826
COST,"Costco Wholesale",893.93,0.19,+0.02%,45.77%,57%,52289,54.2%,45.8%,1.1848075878494
PANW,"Palo Alto Networks",375.06,-0.59,-0.16%,48.20%,71%,52088,36.7%,63.3%,0.58033980582524
CLSK,"Cleanspark Inc",13.35,0.56,+4.38%,6.36%,7%,51979,46.3%,53.7%,0.86304659498208
BULL,"Webull Corp Cl A",7.71,0.02,+0.26%,16.77%,17%,50982,15.9%,84.1%,0.18911228250222
PDD,"Pdd Holdings Inc",77.73,-1.03,-1.31%,26.88%,14%,49536,74.7%,25.3%,2.9537073988347
PCG,"Pacific Gas & Electric Company",13.38,0.03,+0.22%,63.22%,90%,48582,23.7%,76.3%,0.31100736702917
UNH,"Unitedhealth Group",375.21,-0.05,-0.01%,52.26%,79%,48360,51.8%,48.2%,1.0747350808701
KO,"Coca-Cola Company",88.06,0.19,+0.22%,47.42%,29%,47891,21.8%,78.2%,0.27944751676418
ADBE,"Adobe Systems Inc",252.67,2.17,+0.87%,40.21%,32%,47580,51.4%,48.6%,1.0574245438035
WDC,"Western Digital Corp",423.87,6.9,+1.65%,22.13%,7%,46774,64.0%,36.0%,1.7811868236413
SLS,"Sellas Life Sciences Group Inc",11.53,-0.13,-1.11%,41.14%,63%,46499,23.5%,76.5%,0.30648197578039
AAOI,"Applied Optoelect",98.06,1.32,+1.36%,4.46%,1%,46143,30.1%,69.9%,0.43096818210011
LEN,"Lennar Corp",79.7,1.34,+1.71%,25.16%,11%,45629,50.4%,49.6%,1.0161276069282
LITE,"Lumentum Holdings",893.61,-25.79,-2.81%,18.68%,6%,45573,47.8%,52.2%,0.91587842098625
WFC,"Wells Fargo & Company",86.89,-0.16,-0.18%,34.49%,53%,45345,54.6%,45.4%,1.203566916124
CMCSA,"Comcast Corp A",22.91,-0.82,-3.46%,27.33%,30%,44837,71.4%,28.6%,2.4963349968808
JPM,"JP Morgan Chase & Company",349.31,0.39,+0.11%,36.02%,53%,44154,44.8%,55.2%,0.81062904945461
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",20.94,0.03,+0.14%,18.59%,92%,43905,27.3%,72.7%,0.37538374788547
TMUS,"T-Mobile US",166.45,-9.81,-5.57%,49.08%,68%,43375,51.6%,48.4%,1.0645913656052
GLW,"Corning Inc",147.8,3.64,+2.52%,36.16%,40%,42483,46.0%,54.0%,0.85337230608149
GS,"Goldman Sachs Group",951.47,13.49,+1.44%,43.02%,68%,41227,43.5%,56.5%,0.76947508476759
VALE,"Vale S.A. ADR",14.47,0.34,+2.41%,15.52%,41%,41088,51.1%,48.9%,1.0463170476617
EQT,"Eqt Corp",50.35,-0.06,-0.12%,20.88%,14%,40773,83.9%,16.1%,5.1974464204286
PYPL,"Paypal Holdings",52.94,0.23,+0.44%,12.49%,12%,40076,42.8%,57.2%,0.74958526150354
CORZ,"Core Scientific Inc",17.14,0.26,+1.54%,6.02%,6%,39995,17.9%,82.1%,0.21865382857491
FCX,"Freeport-Mcmoran Inc",70.85,1.61,+2.33%,40.77%,25%,39450,33.1%,66.9%,0.49409180427208
KLAC,"K L A-Tencor Corp",168.98,1.62,+0.97%,22.46%,52%,39383,82.1%,17.9%,4.5814909297052
GLXY,"Galaxy Digital Holdings",22.28,0.01,+0.04%,25.19%,18%,39266,70.5%,29.5%,2.3923110151188
PURR,"Hyperliquid Strategies Inc",12.83,1.39,+12.15%,3.16%,8%,39084,14.4%,85.6%,0.16877990430622
IBM,"Intl Business Machines",237.75,0.26,+0.11%,28.66%,36%,38940,28.8%,71.2%,0.40481258342653
PEP,"Pepsico Inc",133.66,-0.68,-0.51%,48.85%,56%,38933,61.6%,38.4%,1.6024732620321
CRDO,"Credo Technology Group Holding",168.25,6.76,+4.19%,0.62%,1%,38471,48.1%,51.9%,0.92827427196632
BMY,"Bristol-Myers Squibb",62.84,-0.76,-1.19%,30.99%,29%,38376,83.5%,16.5%,5.0558623954553
FPS,"Forgent Power Solutions Inc Cl A",38.06,3.22,+9.24%,0.00%,0%,38296,17.2%,82.8%,0.20727593707638
JD,"Jd.com Inc ADR",26.64,-0.26,-0.97%,12.40%,10%,38056,75.5%,24.5%,3.0872086779079
GNRC,"Generac Holdings Inc",207.23,32.12,+18.34%,36.07%,51%,37916,40.7%,59.3%,0.68523045468687
CSCO,"Cisco Systems Inc",110.24,2.5,+2.32%,31.75%,42%,37521,35.3%,64.7%,0.54604639663769
IOVA,"Iovance Biotherapeutics Inc",10.02,0.15,+1.52%,5.06%,8%,36903,17.8%,82.2%,0.2167562399024
STM,"Stmicroelectronics N.V. ADR",48.61,0.55,+1.14%,25.24%,35%,36902,13.1%,86.9%,0.15106522349418
NEE,"Nextera Energy",81.28,0.91,+1.13%,1.73%,1%,36810,51.5%,48.5%,1.059761624979
BB,"Blackberry Ltd",7.94,0.3,+3.93%,29.10%,76%,36230,14.4%,85.6%,0.16765502127111
BRK.B,"Berkshire Hathaway Cl B",509.2,-10.6,-2.04%,26.09%,24%,36207,37.6%,62.4%,0.60250508984686
RXRX,"Recursion Pharmaceuticals Inc Cl A",3.54,0.35,+10.97%,1.67%,1%,35945,9.7%,90.3%,0.10753350793406
PATH,"Uipath Inc Cl A",13.76,0.13,+0.95%,26.02%,13%,35880,71.2%,28.8%,2.4693482885322
USAR,"USA Rare Earth Inc",15.63,0.53,+3.51%,0.00%,0%,35454,26.0%,74.0%,0.35098883511794
SNOW,"Snowflake Cl A",338.39,7.37,+2.23%,21.75%,20%,35228,38.1%,61.9%,0.61581506283827
RARE,"Ultragenyx Pharmaceu",14.5,1.62,+12.58%,24.20%,66%,34999,30.5%,69.5%,0.4391627945228
CVX,"Chevron Corp",211.57,0.03,+0.01%,57.14%,50%,34599,28.1%,71.9%,0.39108234158894
ACHR,"Archer Aviation Inc",5.4,0.18,+3.45%,7.89%,3%,34257,14.5%,85.5%,0.16906118827424
CVNA,"Carvana Company Cl A",65.84,0.44,+0.67%,20.70%,24%,34155,47.8%,52.2%,0.91634404982326
ECHO,"Echostar Corp",94.08,0.62,+0.66%,0.00%,0%,33931,86.1%,13.9%,6.1948685326548
EOSE,"Eos Energy Enterprises Inc",3.98,0.05,+1.14%,8.72%,15%,33612,16.3%,83.7%,0.19441384456842
ANET,"Arista Networks Inc",199.53,1.99,+1.01%,18.08%,20%,33042,25.1%,74.9%,0.33443721982149
OXY,"Occidental Petroleum",59.29,-0.07,-0.12%,37.01%,27%,32887,34.0%,66.0%,0.51539028660953
TTD,"Trade Desk Inc",14.26,-0.23,-1.59%,30.76%,25%,32881,31.9%,68.1%,0.46796731996964
FLNC,"Fluence Energy Inc Cl A",7.66,-1.39,-15.36%,7.46%,4%,32776,58.6%,41.4%,1.414438305709
NIO,"Nio Inc ADR",3.62,0.04,+1.12%,9.10%,3%,32603,18.9%,81.1%,0.23360702258882
BIDU,"Baidu Inc ADR",90.03,1.48,+1.67%,18.58%,12%,32250,55.0%,45.0%,1.2218394764037
RZLV,"Rezolve AI Plc",2.27,0.05,+2.25%,0.62%,1%,32157,48.9%,51.1%,0.95566502463054
ON,"On Semiconductor",68.3,1.7,+2.55%,23.48%,36%,32047,25.8%,74.2%,0.3486091823423
BX,"Blackstone Inc",125.41,1.96,+1.59%,33.03%,40%,31476,78.2%,21.8%,3.5963785046729
VST,"Vistra Energy Corp",143.56,3.17,+2.26%,9.20%,4%,31460,37.2%,62.8%,0.5933147632312
SPCE,"Virgin Galactic Holdings Inc",3.11,0.18,+6.14%,1.60%,2%,31355,24.9%,75.1%,0.33102687099376
AGNC,"Agnc Investment Corp",9.91,0.03,+0.30%,22.65%,63%,30449,61.4%,38.6%,1.5885403383491
RDW,"Redwire Corp",11.55,0.76,+7.04%,11.30%,7%,29836,26.2%,73.8%,0.35544248591677
CAT,"Caterpillar Inc",798.57,15.85,+2.02%,31.11%,25%,29782,54.5%,45.5%,1.1958268819583
IBRX,"Immunitybio Inc",8.46,0.55,+6.95%,30.50%,39%,29590,17.4%,82.6%,0.21106699954979
AG,"First Majestic Silver",19.49,1.16,+6.33%,3.37%,1%,29439,31.3%,68.7%,0.45658304883479
NVTS,"Navitas Semiconductor Corp",11.14,0.66,+6.30%,0.13%,1%,28980,18.7%,81.3%,0.22932043777043
JOBY,"Joby Aviation Inc",6.19,0.11,+1.81%,5.92%,3%,28975,52.4%,47.6%,1.0993334299377
DVN,"Devon Energy Corp",48.72,0.28,+0.58%,44.00%,32%,28954,16.5%,83.5%,0.19827835947523
DKS,"Dick's Sporting Goods Inc",123.92,0.27,+0.22%,39.75%,54%,28943,89.4%,10.6%,8.4184835665473
VG,"Venture Global Inc Cl A",14.42,-0.23,-1.57%,3.63%,2%,28511,42.5%,57.5%,0.73826362638703
HL,"Hecla Mining Company",18.96,0.97,+5.39%,7.06%,1%,28455,32.0%,68.0%,0.47153126131251
BP,"BP Plc ADR",45.42,0.04,+0.09%,58.15%,68%,28135,65.7%,34.3%,1.9158462016789
BHVN,"Biohaven Ltd",13.89,1.87,+15.56%,8.07%,23%,27794,0.5%,99.5%,0.0054625040697464
DOW,"Dow Inc",29.49,-0.59,-1.96%,9.55%,8%,27661,71.8%,28.2%,2.5449186210432
CYPH,"Cypherpunk Technologies Inc",3.07,0.63,+25.82%,5.29%,11%,27287,8.5%,91.5%,0.092528827674568
S,"Sentinelone Inc Cl A",23.19,0.02,+0.09%,33.32%,42%,27175,17.1%,82.9%,0.20697312902509
OWL,"Blue Owl Capital Inc",9.96,-0.16,-1.58%,30.84%,29%,26863,53.6%,46.4%,1.1568044961863
OPEN,"Opendoor Technologies Inc",2.56,-0.03,-1.16%,10.31%,10%,26841,28.8%,71.2%,0.40389141691511
DIS,"Walt Disney Company",105.35,-1.64,-1.53%,21.54%,21%,26822,41.0%,59.0%,0.69437776373973
MP,"MP Materials Corp",49.38,0.39,+0.80%,0.00%,0%,26547,47.0%,53.0%,0.88839095177123
MCHP,"Microchip Technology",70.82,1.23,+1.77%,21.85%,18%,26443,23.2%,76.8%,0.30229007633588
VRT,"Vertiv Holdings",241.49,2.08,+0.87%,6.82%,5%,26275,60.2%,39.8%,1.5150760984015
COHR,"Coherent Corp",295.98,6.05,+2.09%,33.56%,23%,26157,47.3%,52.7%,0.89928841126924
HD,"Home Depot",302.51,0.04,+0.01%,37.52%,28%,26143,72.6%,27.4%,2.6492183137912
SOUN,"Soundhound AI Inc Cl A",6,0.07,+1.18%,1.75%,2%,25610,18.8%,81.2%,0.23142760975141
AKAM,"Akamai Technologies",107.08,2.6,+2.49%,41.61%,50%,25510,86.8%,13.2%,6.6035767511177
HUT,"Hut 8 Corp",90.99,1.17,+1.30%,7.00%,8%,25152,45.4%,54.6%,0.83283538584858
UUUU,"Energy Fuels Inc",11.98,0.25,+2.13%,0.98%,3%,25132,11.2%,88.8%,0.12618748879728
INFQ,"Infleqtion Inc",13.86,1.02,+7.94%,0.00%,0%,24975,40.8%,59.2%,0.68921203922895
B,"Barrick Mining Corp",43.69,1.14,+2.68%,29.72%,7%,24732,32.7%,67.3%,0.48611945679606
ZS,"Zscaler Inc",197.47,5.89,+3.07%,43.58%,38%,24562,28.6%,71.4%,0.40034207525656
JNJ,"Johnson & Johnson",270.22,2.94,+1.10%,63.43%,77%,24539,67.8%,32.2%,2.103452636904
AUR,"Aurora Innovation Inc Cl A",6.49,0.13,+2.04%,5.61%,6%,24452,14.5%,85.5%,0.16894540587054
KEEL,"Keel Infrastructure Corp",3.61,0.21,+6.18%,15.07%,2%,24432,15.4%,84.6%,0.18171704957678
TTWO,"Take-Two Interactive",210.62,-1.19,-0.56%,40.79%,29%,24076,69.9%,30.1%,2.3203696041925
USAS,"Americas Gold and Silver Corp",5.06,0.48,+10.48%,4.22%,3%,24031,6.4%,93.6%,0.068566854906843
FCEL,"Fuelcell Energy Inc",17.71,2.21,+14.26%,18.11%,16%,23472,22.1%,77.9%,0.28409650418513
LLY,"Eli Lilly and Company",1152.44,14.62,+1.28%,22.01%,18%,23361,55.2%,44.8%,1.2344332855093
PSKY,"Paramount Skydance Corp Cl B",10.62,-0.52,-4.63%,14.74%,38%,23215,26.7%,73.3%,0.36438436673523
GEV,"GE Vernova Inc",924.93,-0.16,-0.02%,12.87%,12%,23205,49.5%,50.5%,0.98163962425278
LYFT,"Lyft Inc Cl A",15.5,-0.19,-1.21%,10.37%,8%,23192,41.5%,58.5%,0.7081829564705
HAL,"Halliburton Company",34.03,-0.48,-1.39%,32.55%,30%,23042,36.3%,63.7%,0.57026032438326
ALAB,"Astera Labs Inc",293.56,24.38,+9.06%,8.73%,2%,22972,42.5%,57.5%,0.73924894003634
QS,"Quantumscape Corp",5.17,0.17,+3.40%,4.80%,2%,22652,24.4%,75.6%,0.32266728950134
XPEV,"Xpeng Inc ADR",10.6,0.26,+2.51%,31.24%,20%,22562,7.2%,92.8%,0.077613793762239
BURL,"Burlington Stores Inc",239.54,8.83,+3.83%,34.83%,48%,22531,85.9%,14.1%,6.0785422557336
GRAL,"Grail Inc",79.95,4.84,+6.44%,100.00%,100%,22406,91.9%,8.1%,11.365342163355
ACAD,"Acadia Pharmaceutica",27.45,-0.09,-0.33%,100.00%,100%,22367,46.0%,54.0%,0.85019439159567
LUNR,"Intuitive Machines Inc",14.79,0.92,+6.63%,7.36%,2%,22340,25.8%,74.2%,0.34805696355298
DAL,"Delta Air Lines Inc",79.43,1.56,+2.00%,30.43%,44%,22155,29.7%,70.3%,0.42311151079137
CBRS,"Cerebras Systems Cl A",194.14,3.67,+1.93%,9.40%,9%,21737,34.0%,66.0%,0.51551279369727
DHT,"Dht Holdings",22.82,-0.22,-0.95%,71.04%,78%,21509,5.4%,94.6%,0.056641776380428
BBAI,"Bigbear.Ai Holdings Inc",2.84,0.11,+4.03%,9.95%,4%,21423,14.8%,85.2%,0.17418470813922
NCLH,"Norwegian Cruise Ord",14.39,-0.14,-0.96%,38.54%,35%,21386,43.9%,56.1%,0.78276092030677
UAL,"United Airlines Holdings",107.64,1.34,+1.26%,28.69%,38%,21111,43.7%,56.3%,0.77463012777404
INIO,"Innio N.V.",20.96,2.25,+12.03%,71.01%,90%,20945,88.5%,11.5%,7.6657012825817
APH,"Amphenol Corp",78.37,1.11,+1.44%,21.19%,22%,20701,87.3%,12.7%,6.8502085703451
CDE,"Coeur Mining Inc",19.98,1,+5.27%,3.42%,4%,20360,25.1%,74.9%,0.33481937979414
MRK,"Merck & Company",147.15,2.24,+1.55%,36.45%,17%,20282,42.8%,57.2%,0.74784557049293
PCT,"Purecycle Technologies Inc",5.69,0.17,+3.08%,37.20%,30%,20257,14.4%,85.6%,0.16883041947955
UMC,"United Microelectronics Corp ADR",24.47,1.94,+8.61%,45.94%,67%,20182,16.1%,83.9%,0.19173309713611
ASML,"ASML Holding NV",1629.67,27.45,+1.71%,31.46%,27%,20089,68.1%,31.9%,2.1349875156055
UPS,"United Parcel Service",100.17,1.4,+1.42%,12.75%,14%,20006,15.9%,84.1%,0.18941736028537
GFL,"Gfl Environmental Inc",43.23,2.16,+5.26%,89.44%,98%,19854,10.0%,90.0%,0.11096189357059
RBLX,"Roblox Corp Cl A",47.5,0.07,+0.15%,24.28%,22%,19785,54.3%,45.7%,1.1903022251744
POET,"Poet Technologies Inc",7.51,0.11,+1.49%,2.41%,4%,19773,21.0%,79.0%,0.2652290760174
