Date,Close,High,Low,Open,Volume
2016-09-06,44.96599578857422,45.29964705292502,44.281579256681425,45.14565365960313,945000
2016-09-07,44.598121643066406,45.06009854497085,44.06769852116831,44.79489024756159,1104400
2016-09-08,44.444129943847656,45.28253661103551,44.298690287625114,44.69223077511322,1220900
2016-09-09,43.22930145263672,44.589574509562304,43.15230474135638,43.503066811957794,1269300
2016-09-12,43.15229034423828,43.42605561222166,42.22833338067923,42.96407876221185,948400
2016-09-13,41.697914123535156,42.85286115887091,41.321484427513845,42.62187109909587,1072100
2016-09-14,41.70648193359375,42.10001923628151,41.176061948947606,41.80058938935399,928600
2016-09-15,42.8785285949707,43.15229388541993,41.87757486367943,41.87757486367943,1331500
2016-09-16,42.94696807861328,43.135179660874584,42.10856153642552,42.15989048452432,1123300
2016-09-19,43.27207565307617,43.79393857387742,42.95553183610633,43.36617983438971,672900
2016-09-20,42.19411849975586,43.52016983567927,42.125678803835,43.374733442134996,1070900
2016-09-21,43.10097122192383,43.19507866616041,41.90324545379665,42.59621578209682,1855600
2016-09-22,43.34906005859375,43.71693275896623,42.75020055895437,43.64849307195295,1491300
2016-09-23,43.03253173828125,44.42702624645254,42.92987054696484,43.27207886940677,1821500
2016-09-26,42.425106048583984,43.203626716296455,42.382330833256,42.98974737611677,694400
2016-09-27,43.12662124633789,43.160842717051565,41.928895879671884,42.159885911680576,930600
2016-09-28,43.95648956298828,44.033486267652655,42.51921991828009,43.36618040604799,1222600
2016-09-29,45.11997985839844,45.42796331786127,43.836704021582705,44.09335853623801,1890600
2016-09-30,45.770179748535156,46.189384699946544,45.44508223092264,45.667518576909025,1630800
2016-10-03,45.29963684082031,45.830056596276364,45.12853274641989,45.778724388894496,882200
2016-10-04,44.700782775878906,45.71884727570881,44.56390012662833,45.51352493360284,930900
2016-10-05,46.06105422973633,46.44603768973695,45.02587902004333,45.231201356350525,1208800
2016-10-06,46.91657257080078,47.301556038937555,45.92417255490363,45.92417255490363,1231500
2016-10-07,46.17226791381836,47.57531570860512,45.872834912442556,47.113335601480884,505000
2016-10-10,46.89945602416992,48.06296002221992,46.71979818246674,46.71979818246674,840800
2016-10-11,46.6599235534668,46.856692179758184,46.22360781659185,46.62570207144912,1701900
2016-10-12,45.958396911621094,46.736917634378685,45.94983990982663,46.55725649563465,1210200
2016-10-13,45.530643463134766,45.744522843155444,44.863337578262815,45.47931123705528,450600
2016-10-14,44.786338806152344,46.08672576835183,44.77778506730362,45.633302547944844,598000
2016-10-17,45.22265625,45.23120998917049,44.6494578193675,44.7093437841819,622500
2016-10-18,45.59908676147461,46.26639269893855,45.57342227818236,46.02684555522867,595400
2016-10-19,45.71029281616211,45.81295398559407,45.239758920764245,45.81295398559407,612800
2016-10-20,45.530643463134766,45.907069997096634,45.2483211150081,45.2483211150081,787400
2016-10-21,44.760677337646484,45.22265759152528,44.589573177298,45.22265759152528,973300
2016-10-24,44.906105041503906,45.291085220203534,44.726443926099265,45.0258769427473,580100
2016-10-25,44.05915832519531,45.08578014276239,44.04204758082277,44.98311894006792,512800
2016-10-26,43.853824615478516,44.1447006893968,43.34906917143033,43.63994524534861,1132400
2016-10-27,43.83671951293945,44.21314604988912,43.59717238620751,44.15326008409122,610600
2016-10-28,44.1960334777832,44.8633360767816,43.734053249150364,43.94793262201295,506200
2016-10-31,44.3072509765625,44.469798122536254,43.973599682251,44.10192534584917,606300
2016-11-01,43.639930725097656,44.666552012843034,43.24639359824931,44.666552012843034,803100
2016-11-02,43.10097122192383,43.88804573092042,42.48499759676812,43.54584069969849,1019300
2016-11-03,42.63899230957031,43.60572799788611,42.57910634568299,43.10097254259276,752500
2016-11-04,42.964088439941406,43.38329017316832,42.10001396660893,42.459333001486435,781200
2016-11-07,44.290130615234375,44.666557048982696,43.87948270654363,43.96503313036023,1078000
2016-11-08,43.639930725097656,44.16179673674134,41.85189965519901,43.03251429928315,2128700
2016-11-09,45.479312896728516,45.90707167238004,43.34907275802612,43.62284137690032,1093200
2016-11-10,46.41182327270508,46.805360530108786,45.4194231268165,45.753074421725735,1168500
2016-11-11,45.385196685791016,46.54870085320449,44.871887559480285,46.29204629004912,752400
2016-11-14,46.00971984863281,46.240709913762586,44.96599095052066,45.385192604484686,1277300
2016-11-15,46.7625846862793,46.7882491659952,45.10288197266797,45.88140273827176,1101600
2016-11-16,46.54015350341797,46.985019733395184,46.30060638319145,46.369049349981964,898600
2016-11-17,45.51352310180664,47.07911813562787,45.445080148166106,46.75402389645429,832100
2016-11-18,45.19698715209961,45.72740704207658,44.97455079390476,45.547749165985344,964200
2016-11-21,47.772098541259766,47.94320269830422,45.8985163436509,46.180835428764944,1446300
2016-11-22,47.66942596435547,48.29395321436059,47.053452451565946,48.29395321436059,1018900
2016-11-23,47.275909423828125,47.524010354550654,46.91659353536754,47.2673556822872,1050300
2016-11-25,47.54109573364258,47.9004146939148,47.07056187497565,47.190333773886564,227500
2016-11-28,47.24168014526367,48.24263411205091,47.14757269261726,47.575331467526084,682600
2016-11-29,46.71027374267578,47.05366982471382,46.45272831858112,46.95923573840997,596600
2016-11-30,50.79667282104492,51.06280496267819,48.435833635973104,48.435833635973104,2302100
2016-12-01,50.40176010131836,52.82269265660283,50.307326027729616,51.48345532168556,1363800
2016-12-02,49.27713394165039,50.58203073921359,49.028172032630245,50.315901979451766,1201700
2016-12-05,49.457427978515625,50.45327259404519,49.26855982345862,49.70638995111488,1120400
2016-12-06,48.6418571472168,49.37156954511471,48.0580859189517,49.234211801691565,1208900
2016-12-07,49.09686279296875,49.19129687241024,48.083848026925025,48.83931738758946,1230300
2016-12-08,49.73215103149414,50.00686660320471,48.779229959368365,49.2943208376087,886500
2016-12-09,49.11403274536133,49.93817934953605,48.66761918271648,49.93817934953605,548300
2016-12-12,49.03676986694336,50.43610440396523,48.9852627498503,49.38016593027909,968400
2016-12-13,49.6892204284668,50.08412359853336,48.98526146448119,49.30290068606799,808200
2016-12-14,48.71054458618164,49.86950050651445,48.61611051010598,49.21705195115045,678900
2016-12-15,49.131202697753906,49.36299454337647,48.07526425094056,48.495924254077984,642100
2016-12-16,49.878082275390625,49.92100923571934,48.91657796661202,49.07968928131236,1068000
2016-12-19,49.852325439453125,49.87807899406228,49.174120119230864,49.68921413548338,1145000
2016-12-20,49.77506637573242,50.52194900635119,49.637708612919,50.341667556696216,774300
2016-12-21,49.33725357055664,50.0755529838593,49.11404509567205,49.895268208031496,419300
2016-12-22,48.762054443359375,49.42308973820469,48.410074951285125,49.42308973820469,676600
2016-12-23,49.44884490966797,49.663466638051716,48.77064273687477,48.804979724516734,467200
2016-12-27,49.500362396240234,49.95535947765174,49.44885199509495,49.5432860930939,316100
2016-12-28,48.847904205322266,49.89525595964887,48.82214737231637,49.43167553882054,380300
2016-12-29,48.478759765625,49.18271881209116,48.358572114989485,48.796399024428545,259000
2016-12-30,48.066673278808594,48.82213924055651,47.92931553350288,48.58176400498826,483700
2017-01-03,49.182716369628906,49.860921821526496,48.37573656994955,48.63328526551308,829200
2017-01-04,50.27299118041992,50.444685930749564,49.00243103374944,49.26855986168084,910700
2017-01-05,51.037052154541016,51.809688479773484,50.101301205471806,50.101301205471806,1148600
2017-01-06,50.90827941894531,51.191581706301776,50.33309468987819,51.15724143967649,775700
2017-01-09,49.981101989746094,51.019870220259655,49.981101989746094,50.30732461222438,571100
2017-01-10,49.82658386230469,50.38459842046493,49.56045172619057,50.10988285570681,562800
2017-01-11,50.87392807006836,51.02845596135208,49.64629491688585,50.03261137022778,1177200
2017-01-12,51.543556213378906,51.65515715669936,50.779503367431104,51.52638608174474,1318900
2017-01-13,51.715248107910156,52.62524205228367,51.38902219537213,51.38902219537213,776300
2017-01-17,51.31175994873047,51.98996535322032,51.13147849433214,51.80968062395453,500900
2017-01-18,50.839595794677734,51.66374244128044,50.62497406744572,51.40619702357555,731300
2017-01-19,50.81383514404297,51.423363292501705,50.63355369267665,51.045626985028555,400800
2017-01-20,52.393455505371094,53.51807454578276,51.80110071149376,52.2732678609497,1481000
2017-01-23,52.393455505371094,52.46213603067915,51.84402440237745,52.050062703433916,616300
2017-01-24,55.02041244506836,55.61277039613023,52.882782279985285,52.882782279985285,1710000
2017-01-25,55.22645950317383,55.269379914955266,54.43664991439267,54.83155307134956,734900
