Symbol,Name,Latest,Change,%Change,"IV Rank","IV Pctl","Options Vol","% Put","% Call","P/C Vol"
ALAB,"Astera Labs Inc",340.74,37.49,+12.36%,24.70%,32%,40687,30.6%,69.4%,0.44055374592834
DIS,"Walt Disney Company",104.23,1.56,+1.52%,32.45%,44%,40388,47.8%,52.2%,0.91748563832313
FIG,"Figma Cl A",22.33,-0.36,-1.59%,31.46%,18%,40200,29.5%,70.5%,0.41838966904241
PBR,"Petroleo Brasileiro S.A. Petrobras ADR",20.63,-0.17,-0.82%,19.27%,93%,39334,29.5%,70.5%,0.41912905437096
NET,"Cloudflare Inc Cl A",351.67,28.07,+8.67%,48.12%,53%,39303,31.6%,68.4%,0.46303603335319
CVNA,"Carvana Company Cl A",67.18,2.07,+3.18%,24.49%,29%,39205,44.1%,55.9%,0.78903897052113
JPM,"JP Morgan Chase & Company",352.04,2.37,+0.68%,36.86%,54%,39083,47.1%,52.9%,0.89172313649564
BSX,"Boston Scientific Corp",43.72,0.38,+0.88%,56.24%,76%,38876,19.3%,80.7%,0.23856250796483
FSLY,"Fastly Inc",27.42,3.56,+14.92%,37.00%,67%,38694,14.7%,85.3%,0.17208372459334
VZ,"Verizon Communications",47.68,-0.41,-0.85%,50.36%,58%,38210,38.8%,61.2%,0.63521205118329
CVX,"Chevron Corp",203.67,-5.84,-2.79%,63.13%,61%,37599,49.5%,50.5%,0.97847821511261
GFL,"Gfl Environmental Inc",42.76,0.23,+0.54%,88.36%,98%,37390,4.5%,95.5%,0.046957690476857
LITE,"Lumentum Holdings",954.49,23.58,+2.53%,23.79%,12%,37185,51.6%,48.4%,1.0675562969141
FCX,"Freeport-Mcmoran Inc",72.16,0.62,+0.87%,42.57%,26%,36950,27.1%,72.9%,0.3711083899217
BBAI,"Bigbear.Ai Holdings Inc",2.9,0.1,+3.57%,6.66%,2%,36692,6.4%,93.6%,0.068149398853017
JOBY,"Joby Aviation Inc",6.41,0.29,+4.74%,8.13%,4%,36120,31.0%,69.0%,0.44839201219023
MRK,"Merck & Company",149.5,2.63,+1.79%,48.22%,39%,35844,18.4%,81.6%,0.22581307068842
SPCE,"Virgin Galactic Holdings Inc",3.31,0.24,+7.82%,3.17%,6%,35264,29.1%,70.9%,0.41039075310963
VRT,"Vertiv Holdings",250.86,1.47,+0.59%,18.95%,18%,34930,29.9%,70.1%,0.4262964475296
TTD,"Trade Desk Inc",13.88,-0.04,-0.29%,35.94%,32%,34682,23.1%,76.9%,0.299730175386
LUNR,"Intuitive Machines Inc",15.72,1.8,+12.93%,10.78%,6%,34607,23.5%,76.5%,0.30755280160199
BRK.B,"Berkshire Hathaway Cl B",502.01,-7.76,-1.52%,30.05%,31%,34349,32.9%,67.1%,0.49025988112283
PYPL,"Paypal Holdings",52.62,0.21,+0.40%,15.12%,17%,34254,45.4%,54.6%,0.83176470588235
U,"Unity Software Inc",43.21,1.81,+4.37%,8.36%,10%,34012,46.0%,54.0%,0.85149700598802
UAL,"United Airlines Holdings",114.39,5.68,+5.22%,36.70%,52%,33366,27.0%,73.0%,0.3705483672212
MP,"MP Materials Corp",50,2.74,+5.80%,6.51%,1%,33132,24.9%,75.1%,0.33193969849246
ANET,"Arista Networks Inc",205.42,6.03,+3.02%,26.40%,35%,32788,27.9%,72.1%,0.38638477801269
WYNN,"Wynn Resorts Ltd",83.32,1.64,+2.01%,20.73%,17%,32283,14.4%,85.6%,0.16755877034358
PDD,"Pdd Holdings Inc",79.29,0.39,+0.49%,34.59%,25%,31228,30.5%,69.5%,0.43921098718776
C,"Citigroup Inc",135.05,3.28,+2.49%,30.16%,51%,30946,33.6%,66.4%,0.50581480219941
BIDU,"Baidu Inc ADR",92.21,2.28,+2.54%,23.06%,18%,30526,22.9%,77.1%,0.29666128621188
CLF,"Cleveland-Cliffs Inc",12.07,-0.43,-3.44%,21.44%,17%,29986,41.0%,59.0%,0.69450723327306
TMC,"Tmc The Metals Company",4.14,0.36,+9.52%,3.69%,2%,29860,2.6%,97.4%,0.02661074056247
RDW,"Redwire Corp",11.6,0.86,+8.01%,15.83%,17%,29406,14.1%,85.9%,0.16358024691358
QXO,"Qxo Inc",12.2,0.82,+7.21%,62.06%,76%,29276,16.6%,83.4%,0.19850984566259
RBLX,"Roblox Corp Cl A",51.25,3.43,+7.17%,34.27%,31%,28856,31.4%,68.6%,0.45730013635675
LLY,"Eli Lilly and Company",1164.89,11.96,+1.04%,29.73%,29%,28292,42.5%,57.5%,0.73837173579109
GS,"Goldman Sachs Group",959.39,17.39,+1.85%,44.00%,68%,28263,44.1%,55.9%,0.78823157228725
LCID,"Lucid Group Inc",4.3,0.21,+5.13%,27.68%,76%,27973,13.3%,86.7%,0.15343064489527
SLS,"Sellas Life Sciences Group Inc",11.37,-0.12,-1.04%,42.50%,65%,27878,36.2%,63.8%,0.56697206452701
COHR,"Coherent Corp",321.52,4.16,+1.31%,39.08%,34%,27630,48.6%,51.4%,0.94495283682951
CVS,"CVS Corp",87.6,-1.24,-1.40%,35.02%,51%,27378,46.6%,53.4%,0.87405024300089
VST,"Vistra Energy Corp",140.78,0.11,+0.08%,15.27%,12%,26984,31.9%,68.1%,0.46747879051555
ADBE,"Adobe Systems Inc",249.52,0.6,+0.24%,43.02%,36%,26787,38.3%,61.7%,0.62129282169229
SNOW,"Snowflake Cl A",339.39,6.96,+2.09%,27.16%,24%,26744,22.7%,77.3%,0.29441943758773
UUUU,"Energy Fuels Inc",12.3,0.6,+5.13%,1.72%,4%,26524,13.5%,86.5%,0.15598169535847
AUR,"Aurora Innovation Inc Cl A",6.51,0.2,+3.17%,12.87%,42%,26477,17.2%,82.8%,0.20767195767196
BTDR,"Bitdeer Technologies Group",13.14,0.17,+1.31%,19.13%,10%,25072,24.8%,75.2%,0.33029129304399
BMY,"Bristol-Myers Squibb",62.62,-0.44,-0.70%,32.08%,31%,24550,53.2%,46.8%,1.1364546166565
CBRS,"Cerebras Systems Cl A",208.49,10.12,+5.10%,11.60%,14%,24145,31.7%,68.3%,0.46422073984233
ZS,"Zscaler Inc",207.13,9.82,+4.98%,44.19%,40%,24114,31.2%,68.8%,0.45282564164357
AGNC,"Agnc Investment Corp",9.97,0.1,+1.01%,18.97%,41%,24021,40.0%,60.0%,0.66731449989588
ET,"Energy Transfer LP",20.9,-0.24,-1.14%,33.57%,27%,23984,24.7%,75.3%,0.32882708183279
RUN,"Sunrun Inc",8.79,0.26,+3.05%,25.19%,22%,22818,18.6%,81.4%,0.22855758358908
WFC,"Wells Fargo & Company",86.54,0.42,+0.49%,36.23%,56%,22566,37.2%,62.8%,0.5934190086146
SECZ,"Securitize Corp",13.5,2.64,+24.31%,36.33%,44%,22452,38.5%,61.5%,0.62660291241035
DOW,"Dow Inc",28.27,-0.46,-1.60%,10.85%,10%,22439,57.0%,43.0%,1.3281801203569
SBUX,"Starbucks Corp",94.9,-0.93,-0.97%,19.75%,35%,22171,31.7%,68.3%,0.46478594080338
NEE,"Nextera Energy",79.63,-0.84,-1.04%,6.75%,4%,22152,43.1%,56.9%,0.75823478053814
VLO,"Valero Energy Corp",393.27,-20.01,-4.84%,98.90%,99%,22082,70.8%,29.2%,2.4278174479975
MDT,"Medtronic Inc",91.75,-0.38,-0.41%,67.60%,88%,21730,59.2%,40.8%,1.4534266681721
B,"Barrick Mining Corp",42.69,-0.64,-1.48%,21.97%,4%,21605,28.5%,71.5%,0.39820088014497
AG,"First Majestic Silver",19.31,-0.53,-2.67%,0.74%,1%,21442,38.1%,61.9%,0.61460843373494
UNP,"Union Pacific Corp",269.63,-9.74,-3.49%,40.78%,48%,20975,14.1%,85.9%,0.16469543006275
PLUG,"Plug Power Inc",2.09,0,0.00%,1.11%,1%,20837,19.6%,80.4%,0.24340613438358
OKTA,"Okta Inc Cl A",191.33,8.96,+4.91%,57.17%,48%,20303,35.7%,64.3%,0.55423715838628
CCJ,"Cameco Corp",93.23,1.61,+1.76%,24.47%,24%,20253,22.9%,77.1%,0.29693903688525
HD,"Home Depot",297.2,-2.78,-0.93%,42.72%,33%,19965,39.0%,61.0%,0.63835548990645
NCLH,"Norwegian Cruise Ord",14.24,0.12,+0.85%,39.63%,35%,19954,20.1%,79.9%,0.25181932245922
CELH,"Celsius Holdings Inc",28.02,0,0.00%,30.80%,27%,19757,31.7%,68.3%,0.4644577866726
GRPN,"Groupon Cl A",22.05,2.97,+15.57%,31.49%,40%,19609,5.2%,94.8%,0.05475767844656
JD,"Jd.com Inc ADR",27.28,0.36,+1.34%,19.36%,20%,19336,25.1%,74.9%,0.33480601960514
MPT,"Medical Properties Trust Inc",3.65,0.25,+7.35%,25.81%,61%,19046,29.2%,70.8%,0.41196530506338
STX,"Seagate Technology",877.33,18.54,+2.16%,30.42%,31%,18950,57.5%,42.5%,1.3505333664103
S,"Sentinelone Inc Cl A",23.8,1.29,+5.73%,38.43%,51%,18740,11.1%,88.9%,0.12484993997599
TEM,"Tempus AI Cl A",78.03,0.19,+0.24%,50.64%,69%,18732,38.8%,61.2%,0.63312990409765
SIDU,"Sidus Space Inc Cl A",2.07,0.1,+5.08%,1.39%,1%,18552,72.8%,27.2%,2.6729360522669
ZM,"Zoom Communications Inc",90.9,2.13,+2.40%,34.45%,29%,18426,22.5%,77.5%,0.29087852038672
IOT,"Samsara Inc Cl A",38.05,-1.5,-3.79%,31.39%,27%,18231,33.3%,66.7%,0.4982741617357
GLXY,"Galaxy Digital Holdings",26.07,1.38,+5.59%,27.02%,20%,18009,35.5%,64.5%,0.54942785855631
CAT,"Caterpillar Inc",816.5,7.51,+0.93%,35.56%,39%,17931,51.4%,48.6%,1.0584318677534
ENPH,"Enphase Energy Inc",34.76,0.12,+0.35%,25.50%,37%,17928,43.1%,56.9%,0.7573024897079
VALE,"Vale S.A. ADR",14.15,-0.06,-0.42%,17.38%,52%,17897,37.2%,62.8%,0.59183491950547
COP,Conocophillips,127.53,-4.3,-3.26%,47.42%,44%,17868,34.7%,65.3%,0.53058077779681
HIVE,"Hive Digital Technologies Ltd",3.48,0.07,+2.05%,7.80%,2%,17813,11.2%,88.8%,0.12647821412762
RCAT,"Red Cat Holdings Inc",6.95,0.2,+2.96%,5.63%,3%,17784,21.5%,78.5%,0.27328703372235
JNJ,"Johnson & Johnson",269.47,-0.52,-0.19%,72.73%,88%,17648,51.0%,49.0%,1.0425925925926
ON,"On Semiconductor",71.72,1.74,+2.49%,27.58%,47%,17642,26.0%,74.0%,0.35146315305653
KHC,"Kraft Heinz Company",24.37,-0.06,-0.25%,46.50%,38%,17640,29.0%,71.0%,0.40860816098379
AFRM,"Affirm Holdings Inc Cl A",71.05,-0.16,-0.22%,11.58%,9%,17610,36.0%,64.0%,0.56144706508246
PL,"Planet Labs Pbc",17.07,0.65,+3.96%,2.67%,2%,17466,17.7%,82.3%,0.21578727551162
ACN,"Accenture Plc",186.11,4.82,+2.66%,86.38%,89%,17421,38.6%,61.4%,0.6287397157816
PG,"Procter & Gamble",146.08,-0.31,-0.21%,14.75%,16%,17397,31.9%,68.1%,0.46810126582278
OUST,"Ouster Inc",38.12,3.07,+8.76%,13.37%,10%,17329,20.1%,79.9%,0.25092037825742
LQDA,"Liquidia Corp",66.43,-0.45,-0.67%,7.93%,4%,17310,58.6%,41.4%,1.4132162275199
DKS,"Dick's Sporting Goods Inc",123.63,2.48,+2.05%,37.14%,54%,17283,68.1%,31.9%,2.1326808047852
KLAR,"Klarna Group Plc",13.68,-0.12,-0.87%,7.59%,6%,17222,43.8%,56.2%,0.77968378629741
IBKR,"Interactive Brokers",93.21,2.52,+2.78%,38.88%,44%,17106,39.7%,60.3%,0.65739753899816
FISV,"Fiserv Inc",46.47,-0.72,-1.53%,23.94%,40%,16988,31.2%,68.8%,0.45333219265977
V,"Visa Inc",369.95,1.66,+0.45%,29.44%,23%,16939,43.3%,56.7%,0.76319350473613
TJX,"TJX Companies",130.96,3.72,+2.92%,59.44%,66%,16907,27.1%,72.9%,0.37165341554438
