Company Name,Ticker,Zacks Rank,Market Cap (mil),Last Close,Avg Volume,% Price Change (1 Week),% Price Change (4 Weeks),% Price Change (12 Weeks),Price as a % of 52 Wk H-L Range,Relative Price Change (YTD),Sales Growth F(0)/F(-1),Operating Margin 12 Mo %,52 Week High,52 Week Low,Zacks Industry Rank,Sector,Industry,Net Margin %
"Darden Restaurants","DRI","3","24105.81","211.31","1031848","-3.32","-6.32","2.73","72","1.24","9.39","9.37","227.68","169.21","175","Retail-Wholesale","Retail - Restaurants","9.13"
"Leonardo DRS, Inc.","DRS","2","10128.53","37.95","996056","5.68","-2.72","-7.33","31.5","-1.86","12.8","9.39","49.69","32.55","43","Aerospace","Aerospace - Defense Equipment","8.52"
"Driven Brands Holdings","DRVN","2","1997.91","12.11","1182565","-2.89","-7.06","-13.31","26.66","-27.96","-20.39","10.61","17.09","10.3","75","Retail-Wholesale","Automotive - Retail and Wholesale - Parts","8.61"
"The Descartes Systems Group","DSGX","3","6791.7","79.39","785775","-.79","1.17","14.2","40.88","-20.16","11.98","24.25","103.35","62.82","156","Computer and Technology","Computer - Software","24.25"
"Viant Technology","DSP","3","841.57","12.66","437125","-2.01","3.43","-3.43","75.97","-7.3","19","9.83","14.09","8.14","156","Business Services","Technology Services","2.24"
"Diana Shipping","DSX","NA","369.51","2.97","1438682",".34","10","47.76","90.91","57.74","-6.43","19.36","3.11","1.57","59","Transportation","Transportation - Shipping","27.88"
"Dynatrace","DT","3","16299.72","56.4","6416712","5.74","14.98","27.49","100","14.73","18.82","25.34","56.4","32.36","102","Computer and Technology","Computers - IT Services","7.22"
"DTE Energy","DTE","3","26246.15","126.13","1465271","-3.81","-7.02","-18.11","NA","-13.79","26.95","9.06","154.43","126.13","153","Utilities","Utility - Electric Power","8"
"Deutsche Telekom","DTEGY","3","149791.36","31.32","488806","-6.34","-7.86","10.48","31.08","-15.56","7.51","8.42","40.28","27.28","163","Utilities","Diversified Communication Services","7.18"
"DT Midstream","DTM","3","12757.01","125.05","932886","-1.7","-.55","-15.43","42.72","-7.88","26.71","35.72","151.12","105.61","184","Oils-Energy","Oil and Gas - Integrated - United States","35.72"
"Duke Energy","DUK","3","91022.44","116.74","3587757","-1.92","-4.29","-9.03","14.08","-12.19","6.19","15.81","133.46","114","153","Utilities","Utility - Electric Power","15.78"
"Duolingo","DUOL","3","6990.8","149.42","1105329","-1.14","1.76","28.78","23.09","-24.94","38.71","14.41","347.27","90.03","156","Business Services","Technology Services","35.88"
"Duos Technologies Group, Inc.","DUOT","3","259.81","8.86","729507","7.52","-13.73","-24.34","30.74","-30.57","271.16","-48.54","14.64","6.3","156","Business Services","Technology Services","158.99"
"DoubleVerify","DV","3","2083.56","13.44","3486111","-.59","1.05","23.08","98.37","3.57","13.92","19.57","13.52","8.61","85","Computer and Technology","Internet - Software","7.66"
"DaVita","DVA","3","11633.29","182.34","683681","-3.69","3.31","-17.01","57.24","41.5","6.46","6.35","240.96","103.87","71","Medical","Medical - Outpatient and Home Healthcare","6.05"
"Devon Energy","DVN","3","52349","47.59","11680806","-4.3","-1.33","13.34","77.96","14.54","7.83","16.7","52.07","31.74","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","16.67"
"Dynex Capital","DX","NA","2986.48","12.07","5280763","-2.74","-7.51","-8.42","7.61","-24.05","66.97","88.52","14.74","11.85","221","Finance","REIT and Equity Trust","49.18"
"DXC Technology","DXC","3","1739.99","10.89","2481396","-10.15","2.45","22.91","37.03","-34.47","-1.76","4.15","15.43","8.22","102","Computer and Technology","Computers - IT Services",".99"
"DexCom","DXCM","3","33649.26","89.17","3806866","5.3","-2.08","27.42","91.55","18.45","15.6","19.98","92.34","54.84","95","Medical","Medical - Instruments","20.12"
"Dycom Industries","DY","3","8793.43","291.55","829707","1.65","-23.47","-42.47","8.27","-23.93","17.95","6.71","535.2","269.58","70","Construction","Building Products - Heavy Construction","4.79"
"Eni","E","1","91217.8","54.04","318702","-2.45","-2.14","15.97","84.86","25.57","-4.17","7.21","57.61","34.03","77","Oils-Energy","Oil and Gas - Integrated - International","6.51"
"Airbus SE - Unsponsored ADR","EADSY","3","176690.48","55.99","335763","-.69","-5.1","1.93","57.12","-14.78","10.85","7.71","64.09","45.2","43","Aerospace","Aerospace - Defense Equipment","7.71"
"GrafTech International","EAF","3","244.22","9.36","566012","40.54","44.89","61.66","28.31","-46.8","-6.43","-35.64","19.82","5.23","227","Industrial Products","Metal Products - Procurement and Fabrication","-34.58"
"Ellington Credit Company","EARN","NA","163.37","4.28","340073","2.64","-4.46","-6.55","8.23","-28.4","243.78","69.1","5.73","4.15","221","Finance","REIT and Equity Trust","-70.52"
"Brinker International","EAT","3","8365.53","200.3","1352739","-6.47","-21.12","19.49","64.63","23.04","7.86","8.28","253.94","102.29","175","Retail-Wholesale","Retail - Restaurants","8.39"
"eBay","EBAY","3","48193.5","108.3","5048626","-.63","1.14","-2.26","73.05","9.62","7.95","23.08","118.96","79.41","153","Retail-Wholesale","Internet - Commerce","18.5"
"Eastern Bankshares","EBC","3","4908.43","21.48","2216667","-1.65","-5.12","-2.67","68.64","2.75","22.11","32.41","23.65","16.73","82","Finance","Banks - Northeast","25.12"
"Emergent Biosolutions","EBS","3","335.84","6.55","1197974","2.66","26.45","-22.58","22.22","-53.28","-28.81","10.45","13.9","4.45","165","Medical","Medical - Biomedical and Genetics","-22.96"
"Ecopetrol","EC","3","34620.26","16.84","1572100","-5.07","-2.83","15.66","85.29","48.17","-9.86","11.46","18.26","8.61","77","Oils-Energy","Oil and Gas - Integrated - International","11.46"
"Eagle Point Credit Company","ECC","3","475.95","3.6","772080","-2.7","-6.74","-2.7","2.58","-44.9","13.47","-7.01","7","3.51","168","Finance","Financial - Investment Management","-84.29"
"Everus Construction Group, Inc.","ECG","1","5962.72","116.77","425203","4.97","-3.1","-27.06","41.71","20.32","31.47","5.96","169.16","79.28","168","Construction","Building Products - Miscellaneous","5.96"
"EchoStar","ECHO","3","27701.2","95.36","2901001","1.57","11.77","-5.43","37.97","-22.66","-5.18","-.71","141.8","66.93","218","Computer and Technology","Satellite and Communication","-38.71"
"Ecolab","ECL","3","75683.13","269.98","1210276","-2.01","-5.92","-3.09","38.73","-9.33","2.16","13.38","308.35","245.73","98","Basic Materials","Chemical - Specialty","12.57"
"Okeanis Eco Tankers Corp.","ECO","1","3226.26","82.63","656978","3.65","26.85","66.59","93.68","115.27","-.43","73.08","86.3","28.2","59","Transportation","Transportation - Shipping","56.92"
"Encore Capital Group","ECPG","2","2107.57","99.37","382705","-.37","-3.67","7.06","93.09","61.19","34.37","15.86","103.74","40.53","168","Finance","Financial - Consumer Loans","15.86"
"Ecovyst Inc.","ECVT","3","1137.38","10.39","1265541","4.21","3.18","-15.46","35.76","-5.86","2.7","10.34","14.97","7.84","98","Basic Materials","Chemical - Specialty","-7.05"
"ECARX Holdings, Inc.","ECX","2","392.11","1.1","989827","NA",".92","-8.33","12.42","-43.62","11.29","-2.25","2.64",".88","156","Business Services","Technology Services","-2.25"
"Consolidated Edison","ED","3","38410.4","103.86","1875347","-1.82","-3.57","-7.51","42.15","-7.81","10.89","11.89","115.46","95.41","153","Utilities","Utility - Electric Power","12.53"
"Editas Medicine","EDIT","3","434.63","2.83","3000345","3.28","-5.67","-11.56","46.88","21.71","25.39","-157.32","4.15","1.66","165","Medical","Medical - Biomedical and Genetics","-157.32"
"New Oriental Education & Technology Group","EDU","3","8713.71","55.14","709883","-2.96","-2.2","19.35","56.11","-11.66","15.53","10.09","63.51","44.44","203","Consumer Discretionary","Schools","8.39"
"Excelerate Energy","EE","3","3846.6","33.92","435454","-10.22","-13.97","-8.42","52.44","6.61","44.26","3.41","42.89","24.03","92","Oils-Energy","Alternative Energy - Other","3.23"
"Euronet Worldwide","EEFT","4","2516.76","66.1","563294","-7.24","-5.84","-8.64","9.21","-23.43","6.38","9.6","89.45","63.73","184","Business Services","Financial Transaction Services","6.63"
"Ellington Financial","EFC","2","1625.27","12.61","1168981","-1.56","-7.42","-7.75","48.34","-18.14","39.26","101.74","14.01","11.3","221","Finance","REIT and Equity Trust","52.43"
"Everforth Inc.","EFOR","2","1348.49","32.89","696650","-3.41","1.2","75.69","43.71","-39.8","-2.91","4.35","53.28","17.06","156","Business Services","Technology Services","2.09"
"Equifax","EFX","3","18635.45","158.62","1259369","-7.93","-18.5",".03","6.15","-35.55","6.92","15.54","260.72","151.93","50","Business Services","Consulting Services","10.73"
"Enerflex Ltd.","EFXT","5","2738.77","22.43","514989","1.22","13.74","-9.56","66.25","28.16","6.5","5.21","28.39","10.73","92","Oils-Energy","Alternative Energy - Other","2.06"
"Everest Group, Ltd.","EG","3","14164.57","369.42","399135","-2.67","-1.96","2.39","68.78","-4.03","1.24","12.51","398.7","304.91","89","Finance","Insurance - Multi line","11.41"
"8x8","EGHT","2","270.09","1.87","1276165","1.36","-5.56","10.65","23.93","-16.31","2.89","8.11","2.76","1.59","85","Computer and Technology","Internet - Software",".64"
"Eldorado Gold","EGO","3","11081.46","42.37","3008013","2.94","-8.63","36.15","70.38","3.99","37.53","26.25","49.71","24.93","202","Basic Materials","Mining - Gold","29.83"
"EastGroup Properties","EGP","3","10892.86","202.57","438768","2.53",".1","-2.14","64.31",".25","12.67","40.47","223.38","165.07","156","Finance","REIT and Equity Trust - Other","40.47"
"Vaalco Energy","EGY","4","626.94","5.96","1298285","-4.94","3.11","20.4","78.49","44.35","-24.99","-17.18","6.67","3.37","204","Oils-Energy","Oil and Gas - Exploration and Production - International","-31.11"
"Ehang Holdings","EH","4","355.32","4.73","759700","4.88","-9.04","-25.28","2","-68.36","16.59","-19.17","19.44","4.43","43","Aerospace","Aerospace - Defense Equipment","-74.74"
"Encompass Health","EHC","3","11992.3","121.56","791546","-.79",".53","20.48","83.15",".97","10.46","9.51","127.18","93.83","71","Medical","Medical - Outpatient and Home Healthcare","10.01"
"Edison International","EIX","3","21145.53","54.95","7206454","-2.1","-25.71","-27.18","10.01","-19.29","9.76","14.84","80.38","52.12","153","Utilities","Utility - Electric Power","20.3"
"The Estee Lauder Companies","EL","3","34855.67","96.34","2974713","-1.91","-7.48","21.38","55.58","-18.89","5.05","6.14","119.61","67.23","225","Consumer Staples","Cosmetics","1.21"
"Elanco Animal Health","ELAN","3","11206.52","22.43","4895361","-3.11","-8.15","-9.34","46.87","-12.62","6.22","10.68","26.84","18.54","71","Medical","Medical - Outpatient and Home Healthcare","-3.96"
"e.l.f. Beauty","ELF","3","5770.39","97.79","1472345","1.06","-7.7","39.88","49.66","13.38","24.59","13.57","146.67","49.57","225","Consumer Staples","Cosmetics","3.38"
"ELME COMMUNTIES","ELME","NA","155.5","1.75","672274","4.79","4.17","20.69","2.47","-91.13","-14.7","-74.71","17.55","1.35","106","Finance","REIT and Equity Trust - Residential","-74.71"
"Equity Lifestyle Properties","ELS","2","11729.27","60.44","1460749","-1.85","-8.06","-6.57","12.57","-12.09",".34","25.92","68.37","59.3","106","Finance","REIT and Equity Trust - Residential","25.92"
"Elevance Health, Inc.","ELV","2","88766.77","409.31","1091837","-3.52","1.66","5.48","88.03","2.94","12.49","3.26","426.79","280.74","78","Medical","Medical Services","2.47"
"Electrovaya Inc.","ELVA","3","335.17","6.77","361594","6.11","5.78","-33.89","31.63","-24.45","43.06","6.14","12.26","4.23","47","Computer and Technology","Electronics - Miscellaneous Products","6.14"
"Embecta Corp.","EMBC","2","300.3","5.3","1279833","1.14","6.21","60.12","19.56","-60.67","-3.8","11.82","15.17","2.9","78","Medical","Medical Services","8.59"
"EmbraerEmpresa Brasileira de Aeronautica","EMBJ","2","13916.86","77.02","1092985","2.69","1","23.93","88.99","5.49","18.5","5.44","79.89","53.82","102","Aerospace","Aerospace - Defense","5.35"
"EMCOR Group","EME","1","33422.52","757.71","363634","1.07","-.94","-6.96","48.63","9.19","16.62","7.14","943.75","581.58","70","Construction","Building Products - Heavy Construction","7.74"
"Eastman Chemical","EMN","3","7444.83","65.09","1010388","-2.85","-10.46","-2.73","34.89","-10.1","-6.71","6.44","81.36","56.37","153","Basic Materials","Chemical - Diversified ","4.99"
"Emerson Electric Co.","EMR","3","84978.38","151.72","2153494","2.31","-3.71","6.23","69.18",".78","3","19.17","164.38","123.3","59","Industrial Products","Manufacturing - Electronics","13.83"
"Enbridge","ENB","3","107429.65","48.2","5716235",".08","-3.75","-13","23.18","-11.16","22.08","8.08","58.04","45.23","106","Oils-Energy","Oil and Gas - Production and Pipelines","7.2"
"ENEL CHILE SA","ENIC","2","5962.16","4.31","868048","NA","-4.86","-2.93","61.39","-5.48","6.22","12.3","4.7","3.69","153","Utilities","Utility - Electric Power","12.3"
"Enovis","ENOV","3","1040.36","18.04","1945580","-.99","-28.44","-18.07","1.56","-40.3","6.66","8.81","33.17","17.8","82","Medical","Medical Info Systems","-47.96"
"Enphase Energy","ENPH","3","4593.35","34.76","4173616","-5.18","-6.51","-28.09","18.7","-4.38","10.72","25.18","72.33","26.12","234","Oils-Energy","Solar","10.09"
"Energizer","ENR","4","1481.08","21.63","912994","6.71",".7","-.18","40.6","-4.13","2.28","7.05","29.53","16.23","178","Consumer Staples","Consumer Products - Staples","2.73"
"Enersys","ENS","2","6440.53","178.58","558150","5.45","-4.75","-20.32","51.67","7.28","3.7","12.1","243.34","109.34","59","Industrial Products","Manufacturing - Electronics","9.29"
"The Ensign Group","ENSG","2","10168.54","174.47","343595","-.26","-2.73","10.29","39.8","-11.7","18.72","7.82","215.83","147.13","11","Medical","Medical - Nursing Homes","6.9"
"Entegris","ENTG","2","21828.85","143.14","2023315","11.38","3.54","-16.31","64.53","49.79","-1.38","14.78","184","68.8","47","Computer and Technology","Electronics - Semiconductors","9.18"
"Enova International","ENVA","3","4266.58","171.36","375889","-24.42","-30.81","-27.29","41.72","-3.9","18.58","11.47","265.45","104.01","168","Finance","Financial - Consumer Loans","10.31"
"Enovix Corporation","ENVX","3","653.96","2.98","5492278","-1.32","-8.87","-51.15",".58","-64.06","37.91","-327.19","13.19","2.92","47","Computer and Technology","Electronics - Miscellaneous Products","-473.89"
"EOG Resources","EOG","3","74157.94","141.38","3238049","-4.82","-5.88","7.16","76.21","18.7","-4.5","26.65","153.74","101.78","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","25.44"
"Evolus","EOLS","2","527.74","7.99","928861",".76","-9","12.06","75.56","5.93","11.61","-3.76","9.3","3.94","98","Medical","Medical - Products","-10.85"
"Eos Energy Enterprises","EOSE","4","1482.16","4.07","24007730","6.54","17.63","-33.17","6.38","-68.69","631.79","-246.76","19.19","3.04","178","Industrial Products","Industrial Services","-246.76"
"Enerpac Tool Group","EPAC","3","1804.65","35.29","393667","2.32","-5.01","-.56","23.39","-18.64","4.65","15.52","43.02","32.93","64","Industrial Products","Manufacturing - Tools & Related Products","14.72"
"EPAM Systems","EPAM","3","5836.04","113.13","1076515","-8.48","1.68","41.36","25.52","-51.32","15.42","12.18","221.4","76.04","102","Computer and Technology","Computers - IT Services","7.15"
"Edgewell Personal Care","EPC","3","1248.09","27.08","539521","1.39","-4.51","-2.52","81.24","40.03","-1.34","4.18","29.66","15.91","178","Consumer Staples","Consumer Products - Staples","-4.55"
"Enterprise Products Partners","EPD","3","83075.09","38.47","2306815","-.59",".29","4.94","86.16","5.79","-6.44","10.79","39.8","30.19","39","Oils-Energy","Oil and Gas - Production Pipeline - MLB","10.79"
"Evolution Petroleum","EPM","3","143.01","3.56","567194","-4.04","2.59","-4.3","15.11","-11.34",".59","-4","5.47","3.22","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","-2.81"
"EPR Properties","EPR","3","4399.65","57.43","870375","-2.35","-5.17","-2.69","55.86","1.47","2.91","41.39","64.32","48.71","184","Finance","REIT and Equity Trust - Retail","35.45"
"Essential Properties Realty Trust","EPRT","3","5787.47","26.76","2069647","-6.99","-13.62","-12.32",".13","-20.46","24.82","43.51","34.59","26.75","184","Finance","REIT and Equity Trust - Retail","43.51"
"Equitable Holdings","EQH","2","14708.4","53.87","3005880",".37","9.87","21.99","97.17","-.33","-6.21","13.08","54.41","35.34","89","Finance","Insurance - Multi line","-8.72"
"Equinix","EQIX","3","104321.63","1057.26","495987","5.86",".2","-2.57","84.95","21.66","5.36","15.64","1115.94","726.09","184","Finance","REIT and Equity Trust - Retail","15.64"
"Equinor","EQNR","3","101582.93","42.49","2983545","-4.6",".28","36.27","86.03","58.53","2.59","8.66","45.75","22.41","20","Oils-Energy","Oil and Gas - Refining and Marketing","7.92"
"EQT","EQT","4","31357.12","50.13","6884893","-5.79","-6.8","-3.6","6.71","-17.55","63.92","29.58","67.93","48.85","95","Oils-Energy","Oil and Gas - Exploration and Production - United States","28.44"
"Equinox Gold","EQX","3","14196.31","12.16","11925914","2.62","-11.63","24.97","34.91","-23.64","20.02","20.79","18.76","8.62","202","Basic Materials","Mining - Gold","26.3"
"Ericsson","ERIC","3","34552.75","10.25","8164425","1.99",".89","-8.07","38.45","-6.36","3.17","9.49","13.74","8.07","75","Computer and Technology","Wireless Equipment","10.72"
