Symbol,Price~,"Exp Date",DTE,Type,Strike,Moneyness,Bid,Ask,Volume,"Open Int","OI Chg",Vol/OI,IV,Delta,Time
AGNC,9.62,2026-11-20,57,Put,9.00,-6.44%,0.19,0.21,2799,5116,"+5,002",0.55,30.00%,-0.269,"15:59 ET"
AAPL,335.92,2026-09-25,1,Put,330.00,-1.76%,0.2,0.21,41469,11608,"+4,971",3.57,26.15%,-0.094669,"15:59 ET"
SOFI,16.8,2026-10-02,8,Call,17.00,-1.19%,0.34,0.36,17910,8874,"+4,937",2.02,43.76%,0.445455,"15:59 ET"
NVDA,224.58,2026-09-25,1,Put,220.00,-2.04%,0.3,0.32,89697,27047,"+4,817",3.32,36.84%,-0.139435,"15:59 ET"
SOFI,16.8,2026-12-18,85,Call,20.00,-19.05%,0.72,0.75,7992,24611,"+4,808",0.32,53.27%,0.303751,"15:59 ET"
F,12.6,2026-10-02,8,Put,12.50,-0.79%,0.18,0.2,6672,5860,"+4,747",1.14,31.83%,-0.424561,2026-09-24
SMR,8.47,2027-01-15,113,Call,12.00,-41.68%,0.69,0.71,2625,12934,"+4,626",0.2,87.61%,0.328353,2026-09-24
PLTR,192.59,2026-09-25,1,Put,192.50,-0.05%,1.94,2.08,9008,5548,"+4,613",1.62,51.33%,-0.486403,"15:59 ET"
SHOP,145.16,2026-09-25,1,Call,155.00,-6.78%,0.11,0.22,982,8639,"+4,526",0.11,80.65%,0.062992,"15:52 ET"
IBRX,8.64,2026-10-16,22,Call,7.00,+18.98%,1.6,2.15,1163,17896,"+4,508",0.06,103.07%,0.833404,"14:26 ET"
QSR,70.91,2026-10-16,22,Call,75.00,-5.77%,0.4,0.55,511,4760,"+4,402",0.11,25.74%,0.19641,2026-09-24
SPCX,148.03,2026-09-25,1,Call,150.00,-1.33%,0.78,0.79,47533,10770,"+4,343",4.41,50.55%,0.314726,"15:59 ET"
QUBT,9.16,2026-11-20,57,Call,14.00,-52.84%,0.19,0.21,586,5078,"+4,343",0.12,85.95%,0.144364,"15:59 ET"
U,41.42,2026-10-16,22,Call,50.00,-20.71%,0.3,0.41,8783,5869,"+4,342",1.5,61.24%,0.122743,2026-09-24
HOOD,120.82,2026-09-25,1,Call,129.00,-6.77%,0.13,0.16,2996,7646,"+4,305",0.39,81.54%,0.065378,"15:58 ET"
CBRE,136.53,2026-10-16,22,Put,135.00,-1.12%,4.6,5.1,2563,4514,"+4,285",0.57,42.99%,-0.429652,2026-09-24
BULL,7.26,2026-09-25,1,Put,8.00,+10.19%,0.65,0.78,528,6516,"+4,226",0.08,115.51%,-0.942659,"15:54 ET"
HOOD,120.82,2026-09-25,1,Call,126.00,-4.29%,0.37,0.39,4845,9261,"+4,222",0.52,76.70%,0.153156,"15:59 ET"
MARA,12.92,2026-10-02,8,Put,13.00,+0.62%,0.63,0.66,2212,9223,"+4,220",0.24,79.67%,-0.495091,"15:59 ET"
NFLX,71.72,2027-06-17,266,Put,60.00,-16.34%,3.3,3.65,738,19293,"+4,126",0.04,38.87%,-0.217831,"15:53 ET"
DOCN,141.57,2026-10-09,15,Put,135.00,-4.64%,5.2,7,889,4126,"+4,126",0.22,81.39%,-0.352464,2026-09-24
CRML,8.17,2026-10-16,22,Call,10.00,-22.40%,0.3,0.4,4689,9639,"+4,123",0.49,113.90%,0.282738,"15:59 ET"
CRWV,90.13,2026-10-16,22,Put,75.00,-16.79%,1.06,1.12,2254,11247,"+4,060",0.2,71.95%,-0.127005,"15:56 ET"
NU,13.56,2026-11-20,57,Call,15.00,-10.62%,0.58,0.6,3455,22170,"+4,020",0.16,50.88%,0.355515,2026-09-24
AMD,629.26,2027-12-17,449,Call,"1,120.00",-77.99%,58.45,65,1632,12823,"+3,999",0.13,58.64%,0.31689,"15:44 ET"
TSLA,377.94,2026-09-25,1,Call,380.00,-0.55%,2.42,2.48,127169,16811,"+3,985",7.56,42.51%,0.409662,"15:59 ET"
AMZN,249.38,2026-09-25,1,Call,250.00,-0.25%,1.27,1.32,43766,8012,"+3,983",5.46,30.19%,0.443337,"15:59 ET"
GDDY,100.81,2026-10-02,8,Call,100.00,+0.80%,4,5.8,7656,6444,"+3,937",1.19,74.91%,0.554047,2026-09-24
ONDS,7.6,2026-10-09,15,Call,7.50,+1.32%,0.44,0.5,4305,4904,"+3,825",0.88,67.52%,0.570207,"15:48 ET"
MGM,33.69,2026-10-16,22,Call,40.00,-18.73%,0.05,0.1,10706,29644,"+3,799",0.36,41.52%,0.053641,2026-09-24
GOOGL,342.36,2026-09-25,1,Call,340.00,+0.69%,3.8,4.05,26166,5115,"+3,689",5.12,35.82%,0.6494,"15:59 ET"
PLTR,192.59,2026-09-25,1,Put,185.00,-3.94%,0.18,0.2,11655,5276,"+3,684",2.21,54.37%,-0.076266,"15:59 ET"
PLTR,192.59,2026-09-25,1,Put,190.00,-1.34%,0.98,1.03,27507,4072,"+3,659",6.76,51.34%,-0.301257,"15:59 ET"
GOOGL,342.36,2026-09-25,1,Call,350.00,-2.23%,0.45,0.46,21735,9669,"+3,636",2.25,37.66%,0.134635,"15:59 ET"
BAC,56.03,2026-10-16,22,Put,55.00,-1.84%,1.11,1.24,1844,18805,"+3,594",0.1,30.55%,-0.383268,2026-09-24
TSLA,377.94,2026-09-25,1,Call,385.00,-1.87%,1.04,1.09,102656,14508,"+3,593",7.08,44.12%,0.21614,"15:59 ET"
MSFT,497.93,2026-09-25,1,Call,505.00,-1.42%,0.63,0.66,13251,8002,"+3,577",1.66,27.69%,0.168645,"15:59 ET"
SNAP,5.43,2027-01-15,113,Call,6.00,-10.50%,0.59,0.64,3900,33717,"+3,526",0.12,66.97%,0.481334,2026-09-24
MSTR,161.61,2026-10-02,8,Put,162.50,+0.55%,6.7,7,1629,9825,"+3,518",0.17,67.53%,-0.499297,"15:57 ET"
NBIS,243.48,2026-10-02,8,Call,235.00,+3.48%,15.45,16.5,2289,4449,"+3,512",0.51,78.64%,0.644337,"15:57 ET"
DAL,82.76,2026-09-25,1,Call,84.00,-1.50%,0.28,0.39,6215,10237,"+3,479",0.61,46.30%,0.274768,2026-09-24
AMZN,249.38,2026-09-25,1,Call,247.50,+0.75%,2.59,2.87,25951,4279,"+3,450",6.06,30.83%,0.685686,"15:59 ET"
U,41.42,2026-10-16,22,Call,45.00,-8.64%,1.1,1.18,11672,5403,"+3,358",2.16,59.30%,0.315402,2026-09-24
GOOGL,342.36,2026-10-02,8,Call,350.00,-2.23%,3.3,3.45,16617,4849,"+3,350",3.43,31.29%,0.331315,"15:59 ET"
FSLY,26.68,2026-10-16,22,Call,35.00,-31.18%,0.55,0.75,2031,3840,"+3,315",0.53,107.90%,0.188494,"15:58 ET"
DC,6.72,2026-10-16,22,Call,7.50,-11.61%,0.1,0.15,648,6336,"+3,269",0.1,56.81%,0.241677,2026-09-24
BA,196.8,2026-11-20,57,Call,220.00,-11.79%,3.55,3.85,1782,5013,"+3,259",0.36,36.28%,0.238612,2026-09-24
PLTR,192.59,2026-10-16,22,Call,230.00,-19.42%,0.83,0.89,1926,5296,"+3,188",0.36,49.59%,0.084087,"15:53 ET"
GOOGL,342.36,2026-09-25,1,Call,342.50,-0.04%,2.41,2.51,19574,3773,"+3,151",5.19,35.14%,0.496956,"15:59 ET"
TSLA,377.94,2026-10-02,8,Call,385.00,-1.87%,6.8,8,8079,9121,"+3,136",0.89,46.29%,0.411607,"15:59 ET"
MCD,237.02,2027-01-15,113,Call,300.00,-26.57%,0.84,0.92,578,15255,"+3,134",0.04,26.04%,0.062322,2026-09-24
PFE,28.41,2026-11-20,57,Call,30.00,-5.60%,0.49,0.52,2968,14929,"+3,077",0.2,25.12%,0.297717,2026-09-24
MCD,237.02,2026-11-20,57,Call,275.00,-16.02%,0.8,0.86,1637,3983,"+3,035",0.41,25.58%,0.07951,2026-09-24
ONDS,7.6,2026-10-09,15,Call,8.00,-5.26%,0.26,0.29,5737,6863,"+3,026",0.84,70.18%,0.390426,"15:55 ET"
PLTR,192.59,2026-10-09,15,Put,190.00,-1.34%,5.8,5.95,872,3064,"+3,008",0.28,46.68%,-0.419189,"15:59 ET"
PLTR,192.59,2026-09-25,1,Call,200.00,-3.85%,0.25,0.26,25420,8845,"+2,978",2.87,55.11%,0.098395,"15:59 ET"
NVDA,224.58,2026-10-16,22,Call,230.00,-2.41%,4.55,4.65,5669,59909,"+2,974",0.09,30.53%,0.400037,"15:59 ET"
BB,8.73,2026-09-25,1,Call,8.50,+2.63%,0.3,0.33,15839,8263,"+2,971",1.92,97.84%,0.70853,2026-09-24
MSTR,161.61,2026-09-25,1,Call,172.50,-6.74%,0.42,0.45,3583,16579,"+2,968",0.22,99.20%,0.109726,"15:59 ET"
GOOG,339.01,2026-10-02,8,Call,350.00,-3.24%,2.35,2.4,5394,4801,"+2,966",1.12,31.20%,0.257649,"15:59 ET"
INTC,127.39,2026-10-16,22,Call,140.00,-9.90%,4.35,4.4,8137,19973,"+2,965",0.41,70.94%,0.328846,"15:59 ET"
PLTR,192.59,2026-10-02,8,Call,200.00,-3.85%,2.67,2.73,12781,8868,"+2,962",1.44,48.25%,0.315286,"15:59 ET"
UBER,69.22,2026-09-25,1,Put,69.00,-0.32%,0.36,0.4,1357,5922,"+2,957",0.23,33.60%,-0.422735,2026-09-24
NVDA,224.58,2026-10-16,22,Call,225.00,-0.19%,6.75,6.85,4834,30856,"+2,955",0.16,30.83%,0.516053,"15:59 ET"
AMZN,249.38,2026-09-25,1,Call,252.50,-1.25%,0.53,0.55,25796,8407,"+2,950",3.07,31.38%,0.22891,"15:59 ET"
SPCX,148.03,2026-09-25,1,Put,152.50,+3.02%,4.65,4.75,9160,13324,"+2,947",0.69,49.40%,-0.872325,"15:59 ET"
INTC,127.39,2026-10-09,15,Call,140.00,-9.90%,3,3.1,2806,11952,"+2,945",0.23,71.57%,0.284893,"15:59 ET"
AG,18.76,2026-09-25,1,Put,21.50,+14.61%,2.5,3,1166,3000,"+2,905",0.39,129.63%,-0.976291,2026-09-24
AAL,13.35,2026-10-16,22,Call,13.00,+2.62%,0.82,0.88,2337,9924,"+2,898",0.24,51.00%,0.608927,"15:59 ET"
MSFT,497.93,2026-09-25,1,Call,510.00,-2.42%,0.21,0.22,15739,10277,"+2,882",1.53,29.80%,0.063949,"15:59 ET"
GOOGL,342.36,2026-09-25,1,Put,335.00,-2.15%,0.31,0.34,9301,4897,"+2,845",1.9,34.14%,-0.109305,"15:59 ET"
MSTR,161.61,2026-10-02,8,Put,150.00,-7.18%,1.8,1.9,1678,10789,"+2,844",0.16,64.94%,-0.202843,"15:59 ET"
AXTI,75.9,2026-10-30,36,Call,72.00,+5.14%,12,14.7,2584,3741,"+2,844",0.69,121.16%,0.632788,"14:06 ET"
AMZN,249.38,2026-09-28,4,Call,252.50,-1.25%,1.17,1.31,6740,3702,"+2,842",1.82,23.46%,0.316802,"15:59 ET"
SOFI,16.8,2026-10-02,8,Put,16.00,-4.76%,0.14,0.15,4901,12379,"+2,841",0.4,45.05%,-0.218772,"15:59 ET"
TSLA,377.94,2026-09-25,1,Call,382.50,-1.21%,1.61,1.69,68435,12369,"+2,827",5.53,43.44%,0.304519,"15:59 ET"
INTC,127.39,2026-10-16,22,Put,120.00,-5.80%,4.75,4.9,2426,6390,"+2,818",0.38,66.76%,-0.323599,"15:59 ET"
SPCX,148.03,2026-10-02,8,Call,155.00,-4.71%,1.7,1.72,9468,7552,"+2,814",1.25,47.98%,0.274131,"15:59 ET"
NVDA,224.58,2026-09-25,1,Call,225.00,-0.19%,1.31,1.35,260174,38416,"+2,810",6.77,32.41%,0.461709,"15:59 ET"
AVGO,350.36,2026-10-30,36,Call,420.00,-19.88%,1.88,2,3520,5234,"+2,799",0.67,41.36%,0.095682,"15:57 ET"
PLTR,192.59,2026-09-25,1,Call,195.00,-1.25%,1.1,1.15,34215,16408,"+2,784",2.09,52.09%,0.330461,"15:59 ET"
NVDA,224.58,2026-10-16,22,Put,145.00,-35.44%,0.09,0.11,3450,11733,"+2,769",0.29,75.59%,-0.006936,"15:13 ET"
NVO,38.62,2026-11-20,57,Put,35.00,-9.37%,0.7,0.76,3135,5777,"+2,724",0.54,35.46%,-0.21915,2026-09-24
PCT,4.86,2028-01-21,484,Call,30.00,-517.28%,0.25,0.4,1100,24091,"+2,718",0.05,99.76%,0.168965,"14:32 ET"
SPCX,148.03,2026-10-02,8,Call,157.50,-6.40%,1.2,1.24,2672,5266,"+2,717",0.51,48.80%,0.208846,"15:59 ET"
APPS,10.88,2026-10-16,22,Call,12.00,-10.29%,0.4,0.55,2597,4257,"+2,717",0.61,82.39%,0.35503,"15:52 ET"
SECZ,16.53,2026-11-20,57,Call,17.50,-5.87%,2.4,3.2,1060,2709,"+2,708",0.39,121.32%,0.553194,2026-09-24
BA,196.8,2026-11-20,57,Put,175.00,-11.08%,2.35,2.62,1463,5837,"+2,704",0.25,33.34%,-0.168654,2026-09-24
NVDA,224.58,2026-11-20,57,Call,225.00,-0.19%,13.4,13.55,1541,18015,"+2,679",0.09,37.01%,0.538747,"15:59 ET"
SPCX,148.03,2026-10-02,8,Call,150.00,-1.33%,3.25,3.3,8503,6534,"+2,674",1.3,46.97%,0.443094,"15:59 ET"
PLTR,192.59,2026-10-16,22,Call,210.00,-9.04%,3.2,3.3,1151,8703,"+2,657",0.13,47.69%,0.254421,"15:59 ET"
NVDA,224.58,2026-09-28,4,Call,230.00,-2.41%,0.6,0.62,15292,8331,"+2,655",1.84,25.15%,0.189819,"15:59 ET"
DELL,536.02,2026-09-25,1,Call,600.00,-11.94%,0.06,0.14,3134,6117,"+2,648",0.51,93.36%,0.01128,2026-09-24
GOOGL,342.36,2026-10-02,8,Call,400.00,-16.84%,0.09,0.16,3499,7247,"+2,620",0.48,47.41%,0.014991,"15:34 ET"
META,777.59,2026-09-30,6,Put,705.00,-9.34%,1.21,1.34,698,2695,"+2,617",0.26,49.99%,-0.058234,"15:25 ET"
AAPL,335.92,2026-09-25,1,Call,342.50,-1.96%,0.15,0.16,64024,13732,"+2,614",4.66,25.70%,0.076649,"15:59 ET"
LQDA,70.95,2026-10-02,8,Call,75.00,-5.71%,2,2.5,528,3181,"+2,608",0.17,91.21%,0.367925,"15:58 ET"
ERAS,14.52,2026-11-20,57,Call,17.50,-20.52%,1.1,1.7,973,15050,"+2,604",0.06,103.81%,0.407178,"15:53 ET"
NVDA,224.58,2026-10-02,8,Put,202.50,-9.83%,0.2,0.22,5003,6359,"+2,597",0.79,40.39%,-0.038158,"15:59 ET"
SOFI,16.8,2026-10-16,22,Put,16.50,-1.79%,0.57,0.6,1796,4345,"+2,593",0.41,45.45%,-0.407412,"15:58 ET"
GOOG,339.01,2026-11-20,57,Call,360.00,-6.19%,11.5,11.75,1881,7059,"+2,584",0.27,35.81%,0.377116,"15:58 ET"
SOFI,16.8,2028-06-16,631,Call,47.00,-179.76%,1.15,1.23,639,25203,"+2,578",0.03,61.06%,0.216659,"15:59 ET"
ACHR,5.71,2026-10-16,22,Call,6.00,-5.08%,0.26,0.27,3095,26244,"+2,578",0.12,67.74%,0.420465,2026-09-24
KLAR,12.87,2026-12-18,85,Put,12.50,-2.87%,1.15,1.2,1755,8768,"+2,572",0.2,57.64%,-0.393887,2026-09-24
GOOG,339.01,2026-11-20,57,Put,290.00,-14.46%,2.43,2.93,1339,4471,"+2,571",0.3,35.37%,-0.110336,"15:49 ET"
IONQ,44.98,2026-09-25,1,Call,43.00,+4.40%,2.07,2.35,4637,4104,"+2,567",1.13,96.44%,0.821016,2026-09-24
AMZN,249.38,2026-11-20,57,Put,215.00,-13.79%,2.88,3,1769,11567,"+2,566",0.15,38.90%,-0.140515,"15:59 ET"
NVO,38.62,2027-03-19,176,Put,35.00,-9.37%,1.92,2.09,2218,9195,"+2,552",0.24,35.06%,-0.294491,2026-09-24
MSTR,161.61,2026-09-25,1,Call,177.50,-9.83%,0.18,0.23,4148,16117,"+2,551",0.26,109.18%,0.053625,"15:58 ET"
GOOGL,342.36,2026-10-16,22,Call,370.00,-8.07%,2.4,2.53,4246,33596,"+2,547",0.13,31.81%,0.176893,"15:59 ET"
MSTR,161.61,2026-09-25,1,Call,170.00,-5.19%,0.63,0.68,19710,12452,"+2,528",1.58,94.45%,0.159388,"15:59 ET"
PLTR,192.59,2026-09-25,1,Put,187.50,-2.64%,0.45,0.46,12054,2894,"+2,524",4.17,52.57%,-0.160888,"15:59 ET"
GOOGL,342.36,2026-10-16,22,Call,375.00,-9.53%,1.85,1.95,1671,69063,"+2,522",0.02,32.47%,0.141146,"15:59 ET"
PLTR,192.59,2026-10-02,8,Put,190.00,-1.34%,4,4.15,2007,2784,"+2,520",0.72,47.21%,-0.405636,"15:59 ET"
GME,25.02,2026-09-25,1,Call,25.00,+0.08%,0.36,0.39,47113,21222,"+2,514",2.22,70.01%,0.515452,2026-09-24
MCD,237.02,2026-10-02,8,Call,245.00,-3.37%,0.68,0.75,1494,2558,"+2,505",0.58,22.87%,0.169407,2026-09-24
EQX,11.73,2026-11-20,57,Call,10.00,+14.75%,2.05,2.3,2501,2575,"+2,496",0.97,62.20%,0.78502,2026-09-24
AAPL,335.92,2026-09-25,1,Call,340.00,-1.21%,0.42,0.44,114072,18540,"+2,485",6.15,24.96%,0.181351,"15:59 ET"
GFL,41.79,2026-10-16,22,Call,45.00,-7.68%,1,1.4,1251,14617,"+2,459",0.09,57.71%,0.331491,2026-09-24
SBET,9.95,2026-10-16,22,Call,10.00,-0.50%,0.75,0.88,1291,9080,"+2,452",0.14,85.03%,0.536489,"15:58 ET"
GME,25.02,2026-10-16,22,Call,50.00,-99.84%,0.1,0.11,2764,37234,"+2,441",0.07,141.72%,0.034343,2026-09-24
AAL,13.35,2026-10-16,22,Put,14.00,+4.87%,0.91,1.01,564,5688,"+2,437",0.1,43.66%,-0.649704,"15:09 ET"
SPCX,148.03,2026-09-25,1,Put,145.00,-2.05%,0.41,0.43,23873,13561,"+2,397",1.76,47.92%,-0.200182,"15:59 ET"
SMCI,41.51,2026-10-16,22,Call,45.00,-8.41%,1.65,1.69,5693,11682,"+2,395",0.49,72.69%,0.363147,"15:59 ET"
GOOG,339.01,2027-01-15,113,Call,400.00,-17.99%,7.7,7.8,2699,26784,"+2,388",0.1,33.31%,0.231201,"15:59 ET"
TSLA,377.94,2026-09-25,1,Call,395.00,-4.51%,0.19,0.2,17748,11364,"+2,367",1.56,50.11%,0.047843,"15:59 ET"
GOOG,339.01,2026-10-16,22,Call,375.00,-10.62%,1.43,1.49,647,16004,"+2,360",0.04,32.40%,0.114822,"15:57 ET"
MU,1080.53,2026-09-25,1,Put,"1,070.00",-0.97%,7.6,7.9,12522,3165,"+2,359",3.96,54.98%,-0.360223,"15:59 ET"
META,777.59,2026-09-30,6,Put,740.00,-4.83%,5,5.35,2245,2439,"+2,318",0.92,46.93%,-0.194186,"15:59 ET"
NVDA,224.58,2026-09-30,6,Call,227.50,-1.30%,2.05,2.1,3267,4311,"+2,307",0.76,28.41%,0.374111,"15:59 ET"
PCG,12.32,2026-11-20,57,Call,13.00,-5.52%,0.65,0.79,4824,5711,"+2,298",0.84,50.61%,0.439245,2026-09-24
SPCX,148.03,2026-09-25,1,Put,150.00,+1.33%,2.65,2.69,16912,20221,"+2,262",0.84,47.96%,-0.695429,"15:59 ET"
FCX,72.08,2026-10-16,22,Call,80.00,-10.99%,0.83,0.88,1059,20697,"+2,262",0.05,46.13%,0.198203,2026-09-24
MCD,237.02,2026-10-16,22,Call,250.00,-5.48%,1.13,1.25,835,3581,"+2,260",0.23,22.34%,0.174349,2026-09-24
DOCU,68.99,2026-09-25,1,Call,72.00,-4.36%,0.05,0.21,1066,2421,"+2,236",0.44,66.35%,0.113271,"14:31 ET"
PCG,12.32,2027-01-15,113,Call,17.00,-37.99%,0.23,0.28,5864,61952,"+2,226",0.09,49.88%,0.159618,2026-09-24
JPM,338.56,2026-09-25,1,Call,345.00,-1.90%,0.16,0.23,1277,7088,"+2,210",0.18,26.60%,0.089752,2026-09-24
PCT,4.86,2028-01-21,484,Call,10.00,-105.76%,1.2,1.3,2135,32626,"+2,208",0.07,99.80%,0.499384,"15:53 ET"
PURR,14.09,2026-11-20,57,Call,17.00,-20.65%,1.4,1.7,2149,2772,"+2,203",0.78,112.84%,0.426937,"15:56 ET"
BABA,110.63,2026-09-25,1,Call,112.00,-1.24%,0.56,0.61,3407,3726,"+2,193",0.91,49.11%,0.320656,2026-09-24
MRVL,258.95,2026-10-16,22,Call,300.00,-15.85%,5.25,5.45,1943,19149,"+2,186",0.1,70.17%,0.225176,"15:59 ET"
RSKD,7.91,2026-11-20,57,Call,7.50,+5.18%,1.15,1.3,1242,2217,"+2,179",0.56,81.28%,0.635227,2026-09-24
NVDA,224.58,2026-10-23,29,Put,210.00,-6.49%,2.55,2.62,843,4807,"+2,177",0.18,32.64%,-0.211284,"15:59 ET"
AMZN,249.38,2026-10-02,8,Call,265.00,-6.26%,0.56,0.59,4352,5577,"+2,176",0.78,31.67%,0.10486,"15:59 ET"
